instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.102,217721.9514,0.0102,10,213452.8936
m6g.8xlarge,eu-west-1b,1,50.0,10,1,4,32.0,22.0,0.5732,632668.676,0.0179,1,34492.1426
c6g.16xlarge,eu-west-1a,1,50.0,10,2,2,32.0,22.0,0.9812,629716.32,0.0307,1,20055.6818
c6g.16xlarge,eu-west-1a,2,50.0,17,7,7,18.0,1.0,1.9624,354215.43,0.109,2,10027.8409
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.51,1088609.7571,0.0102,50,42690.5787
m6g.8xlarge,eu-west-1b,2,50.0,50,1,4,64.0,14.0,1.1464,1265337.352,0.0179,2,17246.0713
c6g.16xlarge,eu-west-1a,2,50.0,50,2,2,64.0,14.0,1.9624,1259432.64,0.0307,2,10027.8409
c6g.12xlarge,eu-west-1b,5,50.0,75,3,5,80.0,5.0,3.7235,1574290.8,0.0465,5,5284.9832
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.02,2177219.5143,0.0102,100,21345.2894
m6g.8xlarge,eu-west-1b,4,50.0,100,1,4,128.0,28.0,2.2928,2530674.704,0.0179,4,8623.0356
c6g.16xlarge,eu-west-1a,4,50.0,100,2,2,128.0,28.0,3.9248,2518865.28,0.0307,4,5013.9205
c6g.16xlarge,eu-west-1a,8,50.0,115,4,2,128.0,13.0,7.8496,2518865.28,0.0613,8,2506.9602
r6g.12xlarge,eu-west-1b,6,15.0,287,1,6,288.0,1.0,6.3012,5652293.22,0.0219,6,3114.6477
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.08,8708878.0571,0.0102,400,5336.3223
m6g.8xlarge,eu-west-1b,13,50.0,400,1,4,416.0,16.0,7.4516,8224692.788,0.0179,13,2653.2417
c6g.16xlarge,eu-west-1a,13,50.0,400,2,2,416.0,16.0,12.7556,8186312.16,0.0307,13,1542.7448
r6g.12xlarge,eu-west-1b,11,15.0,439,1,9,462.0,23.0,11.5522,9067220.3738,0.025,11,1698.8987
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,10.2,21772195.1429,0.0102,1000,2134.5289
m6g.8xlarge,eu-west-1b,32,50.0,1000,1,4,1024.0,24.0,18.3424,20245397.632,0.0179,32,1077.8795
c6g.16xlarge,eu-west-1a,32,50.0,1000,2,2,1024.0,24.0,31.3984,20150922.24,0.0307,32,626.7401
