pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1043774.9384615385,317007.5963541667,1043774.9384615385,580784.592920354,1043774.9384615385,0.0,3.0,0.0,1.0,0.0
5,1,1,227051.55120274913,158503.79823626895,208754.98748717946,193594.86447066537,130794.92973782773,0.0,3.0,0.0,1.0,0.0
6,1,1,193594.86447066537,158503.79823626895,173962.4896011396,193594.86447066537,189254.2640891219,0.0,2.0,0.0,0.0,0.0
10,1,1,116156.91864306784,105669.19881102693,104377.49379487179,116156.91864306784,118295.72085889571,0.0,2.0,0.0,0.0,0.0
14,1,1,82969.22762025165,79251.89910333806,74555.35269492412,82969.22762025165,54712.848162071845,0.0,2.0,0.0,0.0,0.0
15,1,1,76841.63533229493,79251.89910333806,69584.99585185187,72598.0741611357,56113.39702931184,0.0,1.0,0.0,1.0,0.0
17,1,1,67862.80068394745,63401.51928030302,61398.52575636589,64531.62149022179,26512.49153842466,0.0,3.0,0.0,1.0,0.0
20,1,1,58078.45933628318,63401.51928030302,52188.74688461538,58078.45933628318,27226.155394935755,0.0,0.0,0.0,0.0,0.0
25,1,1,46052.787330063074,45250.07053547291,41750.997505641026,44675.7379518598,31489.56122169249,0.0,3.0,0.0,1.0,0.0
30,1,1,38379.33277452891,39583.779332210004,34792.497925925934,38718.972887577846,18024.08737879899,0.0,2.0,0.0,0.0,0.0
35,1,1,32731.436809262817,35178.64878158424,29822.141077969653,32265.810740558652,12672.360460577675,0.0,1.0,0.0,1.0,0.0
40,1,1,28658.803078602614,31655.794026004725,26094.37344230769,29039.22966814159,11769.206402495378,0.0,0.0,0.0,0.0,0.0
45,1,1,25387.67657947859,26373.59346194753,23194.998617283953,25251.504059532374,11246.001581498633,0.0,3.0,0.0,1.0,0.0
50,1,1,22867.128587688734,24342.642657571483,20875.498754871795,23231.383733333332,10027.63483076458,0.0,2.0,0.0,0.0,0.0
