pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,506952.5839034205,0.0,496230.7908641975,0.0,506952.5839034205,0.0,506952.5839034205,0.0
10,1,4,512615.8036876356,0.0,512615.8036876356,0.0,512615.8036876356,0.0,512615.8036876356,0.0
10,2,2,258268.72732240436,0.0,213665.96091205213,2.0,258268.72732240436,0.0,258268.72732240436,0.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,102273.70415354331,0.0,101867.92477319586,0.0,102273.70415354331,0.0,102273.70415354331,0.0
50,1,4,100989.69465811965,0.0,100989.69465811965,0.0,100989.69465811965,0.0,100989.69465811965,0.0
50,2,2,51419.47636734694,0.0,49307.5294412428,2.0,51419.47636734694,0.0,51419.47636734694,0.0
75,3,5,19664.417867804328,10.0,19664.417867804328,10.0,19664.417867804328,10.0,19664.417867804328,10.0
100,1,2,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0
100,1,4,49542.11436058701,0.0,44621.900054315025,0.0,49542.11436058701,0.0,49542.11436058701,0.0
100,2,2,25672.021546041058,0.0,25639.915309446253,0.0,25672.021546041058,0.0,25672.021546041058,0.0
115,4,2,11143.828618837098,0.0,11031.86175580222,1.0,11143.828618837098,0.0,11143.828618837098,0.0
287,1,6,17521.753206791724,1.0,17521.753206791724,1.0,17521.753206791724,1.0,17521.753206791724,1.0
400,1,2,12828.405360493827,0.0,12819.957654723126,0.0,12828.405360493827,0.0,12828.405360493827,0.0
400,1,4,12462.932020146085,0.0,12462.932020146085,0.0,12462.932020146085,0.0,12462.932020146085,0.0
400,2,2,6373.362057211265,0.0,6368.4902912621355,0.0,6373.362057211265,0.0,6373.362057211265,0.0
439,1,9,9888.107682329804,0.0,9888.107682329804,0.0,9888.107682329804,0.0,9888.107682329804,0.0
1000,1,2,5095.3709341833555,0.0,5039.343149807939,0.0,5095.3709341833555,0.0,5095.3709341833555,0.0
1000,1,4,4771.332984866723,0.0,4771.332984866723,0.0,4771.332984866723,0.0,4771.332984866723,0.0
1000,2,2,2456.7176178764507,0.0,2456.7176178764507,0.0,2456.7176178764507,0.0,2456.7176178764507,0.0
