pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,243069.10753086416,243069.10753086416,224455.62,224455.62,0.0,0.0,0.0,0.0
10,1,4,163023.4694736842,9067.24759657918,107450.52239130434,18405.228193073915,0.0,182.0,0.0,54.0
10,2,2,85160.94834138485,10525.48842655908,56874.667630057804,22686.92068249942,0.0,86.0,0.0,22.0
17,7,7,13625.392766732344,10525.488427192236,10895.396354270662,11343.460341249713,1.0,10.0,0.0,1.0
50,1,2,48613.821516049386,48613.821516049386,44891.12400412371,44891.12400412371,0.0,0.0,0.0,0.0
50,1,4,32604.69389473684,9067.24759657918,21490.104482608695,18405.228193073915,0.0,142.0,0.0,14.0
50,2,2,19438.623823956557,10525.48842655908,11374.93352601156,11343.46034124971,0.0,46.0,0.0,14.0
75,3,5,8624.758966640717,5181.941147307582,3349.5800297049273,5671.730170624856,0.0,53.0,0.0,9.0
100,1,2,24157.788606134967,24157.788606134967,22445.562003092782,22445.562003092782,0.0,0.0,0.0,0.0
100,1,4,16079.769091003478,9067.24759657918,10745.052241847827,9202.614096536958,0.0,92.0,0.0,28.0
100,2,2,10036.82464462702,5181.941147307582,5687.46676300578,5671.730170624855,0.0,92.0,0.0,28.0
115,4,2,4215.677280288372,3436.874732394366,2184.508715012142,2835.8650853124277,0.0,29.0,0.0,13.0
287,1,6,4390.85711038764,2701.9330385400604,3039.2594851083404,3461.745180265989,0.0,177.0,0.0,1.0
400,1,2,5367.269600526473,4340.66764424317,5611.390500708762,5611.390500708762,0.0,92.0,0.0,0.0
400,1,4,4340.4083409539935,3022.415865526393,2686.2630604619567,2629.3183132962736,0.0,176.0,0.0,48.0
400,2,2,2454.6403693414554,2053.6469113401504,1421.866690751445,1745.147744807648,0.0,80.0,0.0,16.0
439,1,9,2500.701346026775,2056.2246985949128,1208.6633419272994,1888.224643791861,0.0,99.0,0.0,23.0
1000,1,2,2032.091232235791,1898.7851452510674,2244.556200298969,2244.556200298969,0.0,68.0,0.0,0.0
1000,1,4,1736.1633363815974,1511.2079327631966,1074.5052241847827,1150.3267620671197,0.0,152.0,0.0,24.0
1000,2,2,977.2833505363677,973.5849869661866,568.7466763005781,708.9662713281069,0.0,8.0,0.0,24.0
