Time,InstanceType,Region,AZ,SPS,T3,T2,IF,OndemandPrice,SpotPrice,Savings
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az2,3,5,10,2.5,0.84,0.5766,31
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az3,3,1,1,2.5,0.84,0.3265,61
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az3,3,1,1,2.5,0.84,0.3265,61
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az3,3,1,1,2.5,0.84,0.3265,61
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az3,3,1,1,2.5,0.84,0.3265,61
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az4,3,10,15,2.5,0.84,0.6077,27
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az4,3,10,15,2.5,0.84,0.6077,27
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az4,3,10,15,2.5,0.84,0.6077,27
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az4,3,10,15,2.5,0.84,0.6077,27
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
2025-12-13 17:20:00,c3.4xlarge,us-east-1,use1-az6,3,5,10,2.5,0.84,0.636,24
