InstanceType,Region,AZ,SPS,T3,T2,IF,OndemandPrice,SpotPrice,Savings,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
c5.12xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.0,2.04,0.633,68,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.0,2.04,0.597,70,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.0,2.04,0.5538,72,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az4,3,10.0,10.0,2.0,2.04,0.6735,66,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.0,3.06,0.9689,68,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az2,3,20.0,40.0,2.0,3.06,0.8587,71,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.0,3.06,0.8944,70,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az4,3,10.0,20.0,2.0,3.06,0.8457,72,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az1,3,25.0,40.0,2.0,4.08,1.3559,66,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.0,4.08,1.3705,66,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
