InstanceType,Region,AZ,SPS,T3,T2,IF,OndemandPrice,SpotPrice,Savings,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
c5.12xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.0,2.04,0.6296,69,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.0,2.04,0.5901,71,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.0,2.04,0.558,72,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.12xlarge,us-west-2,usw2-az4,3,10.0,15.0,2.0,2.04,0.6627,67,c5,Computing,c,48.0,96.0,28280.3929114,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az1,3,40.0,50.0,2.0,3.06,0.9722,68,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az2,3,15.0,45.0,2.0,3.06,0.8611,71,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.0,3.06,0.8909,70,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.18xlarge,us-west-2,usw2-az4,3,35.0,50.0,2.0,3.06,0.8632,71,c5,Computing,c,72.0,144.0,25753.4321812,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az1,3,45.0,50.0,2.0,4.08,1.3561,66,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az2,3,45.0,50.0,2.0,4.08,1.3574,66,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az3,3,45.0,50.0,2.0,4.08,1.4232,65,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.24xlarge,us-west-2,usw2-az4,3,10.0,20.0,2.0,4.08,1.4018,65,c5,Computing,c,96.0,192.0,28198.69509,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.2xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.5,0.34,0.1463,56,c5,Computing,c,8.0,16.0,25185.5018574,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.2xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.5,0.34,0.141,58,c5,Computing,c,8.0,16.0,25185.5018574,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.2xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.5,0.34,0.1483,56,c5,Computing,c,8.0,16.0,25185.5018574,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.2xlarge,us-west-2,usw2-az4,3,20.0,30.0,2.5,0.34,0.1525,55,c5,Computing,c,8.0,16.0,25185.5018574,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.4xlarge,us-west-2,usw2-az1,3,50.0,50.0,1.0,0.68,0.2198,67,c5,Computing,c,16.0,32.0,25416.9891866,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.4xlarge,us-west-2,usw2-az2,3,50.0,50.0,1.0,0.68,0.1969,71,c5,Computing,c,16.0,32.0,25416.9891866,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.4xlarge,us-west-2,usw2-az3,3,50.0,50.0,1.0,0.68,0.2003,70,c5,Computing,c,16.0,32.0,25416.9891866,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.4xlarge,us-west-2,usw2-az4,3,45.0,50.0,1.0,0.68,0.3048,55,c5,Computing,c,16.0,32.0,25416.9891866,Intel(R) Xeon(R) Platinum 8223CL CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz,Intel
c5.9xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.0,1.53,0.5147,66,c5,Computing,c,36.0,72.0,25775.331019800004,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.9xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.0,1.53,0.5266,65,c5,Computing,c,36.0,72.0,25775.331019800004,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.9xlarge,us-west-2,usw2-az3,3,50.0,50.0,2.0,1.53,0.5125,66,c5,Computing,c,36.0,72.0,25775.331019800004,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.9xlarge,us-west-2,usw2-az4,3,35.0,45.0,2.0,1.53,0.5048,67,c5,Computing,c,36.0,72.0,25775.331019800004,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.large,us-west-2,usw2-az1,3,50.0,50.0,2.5,0.085,0.0322,62,c5,Computing,c,2.0,4.0,25334.1638072,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.large,us-west-2,usw2-az2,3,50.0,50.0,2.5,0.085,0.0304,64,c5,Computing,c,2.0,4.0,25334.1638072,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.large,us-west-2,usw2-az3,3,50.0,50.0,2.5,0.085,0.0296,65,c5,Computing,c,2.0,4.0,25334.1638072,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.large,us-west-2,usw2-az4,3,50.0,50.0,2.5,0.085,0.0231,72,c5,Computing,c,2.0,4.0,25334.1638072,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.xlarge,us-west-2,usw2-az1,3,50.0,50.0,3.0,0.17,0.0779,54,c5,Computing,c,4.0,8.0,25343.5530924,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.xlarge,us-west-2,usw2-az2,3,50.0,50.0,3.0,0.17,0.0789,53,c5,Computing,c,4.0,8.0,25343.5530924,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.xlarge,us-west-2,usw2-az3,3,50.0,50.0,3.0,0.17,0.0765,55,c5,Computing,c,4.0,8.0,25343.5530924,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5.xlarge,us-west-2,usw2-az4,3,50.0,50.0,3.0,0.17,0.0603,64,c5,Computing,c,4.0,8.0,25343.5530924,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz,Intel
c5a.12xlarge,us-west-2,usw2-az1,3,5.0,10.0,2.5,1.848,0.8502,53,c5a,Computing,c,48.0,96.0,25686.3364664,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.12xlarge,us-west-2,usw2-az2,3,1.0,5.0,2.5,1.848,0.7087,61,c5a,Computing,c,48.0,96.0,25686.3364664,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.12xlarge,us-west-2,usw2-az3,3,1.0,1.0,2.5,1.848,0.9254,49,c5a,Computing,c,48.0,96.0,25686.3364664,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.12xlarge,us-west-2,usw2-az4,2,0.0,1.0,2.5,1.848,0.7259,60,c5a,Computing,c,48.0,96.0,25686.3364664,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.16xlarge,us-west-2,usw2-az1,2,0.0,1.0,2.0,2.464,0.9465,61,c5a,Computing,c,64.0,128.0,25261.390485400003,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.16xlarge,us-west-2,usw2-az2,1,0.0,0.0,2.0,2.464,0.9296,62,c5a,Computing,c,64.0,128.0,25261.390485400003,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.16xlarge,us-west-2,usw2-az3,3,1.0,1.0,2.0,2.464,0.8868,64,c5a,Computing,c,64.0,128.0,25261.390485400003,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.16xlarge,us-west-2,usw2-az4,3,5.0,5.0,2.0,2.464,0.901,63,c5a,Computing,c,64.0,128.0,25261.390485400003,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.24xlarge,us-west-2,usw2-az1,3,1.0,1.0,1.5,3.696,1.4249,61,c5a,Computing,c,96.0,192.0,25173.024361,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.24xlarge,us-west-2,usw2-az2,3,1.0,1.0,1.5,3.696,1.3186,64,c5a,Computing,c,96.0,192.0,25173.024361,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.24xlarge,us-west-2,usw2-az3,3,1.0,1.0,1.5,3.696,1.4049,61,c5a,Computing,c,96.0,192.0,25173.024361,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.24xlarge,us-west-2,usw2-az4,3,1.0,1.0,1.5,3.696,1.1983,67,c5a,Computing,c,96.0,192.0,25173.024361,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.2xlarge,us-west-2,usw2-az1,3,50.0,50.0,2.5,0.308,0.1599,48,c5a,Computing,c,8.0,16.0,25707.401216,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.2xlarge,us-west-2,usw2-az2,3,50.0,50.0,2.5,0.308,0.1636,46,c5a,Computing,c,8.0,16.0,25707.401216,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.2xlarge,us-west-2,usw2-az3,3,45.0,50.0,2.5,0.308,0.1566,49,c5a,Computing,c,8.0,16.0,25707.401216,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.2xlarge,us-west-2,usw2-az4,3,1.0,5.0,2.5,0.308,0.166,46,c5a,Computing,c,8.0,16.0,25707.401216,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.4xlarge,us-west-2,usw2-az1,3,10.0,20.0,1.0,0.616,0.2956,52,c5a,Computing,c,16.0,32.0,25652.725096799997,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.4xlarge,us-west-2,usw2-az2,3,15.0,30.0,1.0,0.616,0.2818,54,c5a,Computing,c,16.0,32.0,25652.725096799997,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.4xlarge,us-west-2,usw2-az3,3,15.0,30.0,1.0,0.616,0.2938,52,c5a,Computing,c,16.0,32.0,25652.725096799997,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.4xlarge,us-west-2,usw2-az4,3,1.0,1.0,1.0,0.616,0.3298,46,c5a,Computing,c,16.0,32.0,25652.725096799997,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.8xlarge,us-west-2,usw2-az1,3,1.0,5.0,1.5,1.232,0.4793,61,c5a,Computing,c,32.0,64.0,25695.0604604,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.8xlarge,us-west-2,usw2-az2,3,1.0,5.0,1.5,1.232,0.4215,65,c5a,Computing,c,32.0,64.0,25695.0604604,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.8xlarge,us-west-2,usw2-az3,3,1.0,1.0,1.5,1.232,0.4888,60,c5a,Computing,c,32.0,64.0,25695.0604604,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.8xlarge,us-west-2,usw2-az4,3,10.0,20.0,1.5,1.232,0.3819,69,c5a,Computing,c,32.0,64.0,25695.0604604,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.large,us-west-2,usw2-az1,3,50.0,50.0,3.0,0.077,0.0329,57,c5a,Computing,c,2.0,4.0,25741.5259838,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.large,us-west-2,usw2-az2,3,50.0,50.0,3.0,0.077,0.0338,56,c5a,Computing,c,2.0,4.0,25741.5259838,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.large,us-west-2,usw2-az3,3,50.0,50.0,3.0,0.077,0.0351,54,c5a,Computing,c,2.0,4.0,25741.5259838,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.large,us-west-2,usw2-az4,3,15.0,20.0,3.0,0.077,0.0261,66,c5a,Computing,c,2.0,4.0,25741.5259838,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.xlarge,us-west-2,usw2-az1,3,50.0,50.0,3.0,0.154,0.0811,47,c5a,Computing,c,4.0,8.0,25675.7815368,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.xlarge,us-west-2,usw2-az2,3,50.0,50.0,3.0,0.154,0.0779,49,c5a,Computing,c,4.0,8.0,25675.7815368,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.xlarge,us-west-2,usw2-az3,3,50.0,50.0,3.0,0.154,0.0901,41,c5a,Computing,c,4.0,8.0,25675.7815368,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5a.xlarge,us-west-2,usw2-az4,3,10.0,20.0,3.0,0.154,0.0784,49,c5a,Computing,c,4.0,8.0,25675.7815368,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.12xlarge,us-west-2,usw2-az1,3,1.0,1.0,1.0,2.064,0.7966,61,c5ad,Computing,c,48.0,96.0,25675.4019,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.12xlarge,us-west-2,usw2-az2,3,1.0,1.0,1.0,2.064,0.906,56,c5ad,Computing,c,48.0,96.0,25675.4019,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.12xlarge,us-west-2,usw2-az4,1,0.0,0.0,1.0,2.064,0.7479,63,c5ad,Computing,c,48.0,96.0,25675.4019,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.16xlarge,us-west-2,usw2-az1,2,0.0,1.0,1.0,2.752,0.9964,63,c5ad,Computing,c,64.0,128.0,25258.0656,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.16xlarge,us-west-2,usw2-az2,3,5.0,5.0,1.0,2.752,1.0791,60,c5ad,Computing,c,64.0,128.0,25258.0656,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.16xlarge,us-west-2,usw2-az4,3,1.0,1.0,1.0,2.752,0.9416,65,c5ad,Computing,c,64.0,128.0,25258.0656,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.24xlarge,us-west-2,usw2-az1,3,1.0,1.0,1.5,4.128,1.387,66,c5ad,Computing,c,96.0,192.0,25209.2465,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.24xlarge,us-west-2,usw2-az2,3,1.0,1.0,1.5,4.128,1.6965,58,c5ad,Computing,c,96.0,192.0,25209.2465,AMD EPYC 7R32,AMD EPYC 7R32,AMD
c5ad.24xlarge,us-west-2,usw2-az4,3,1.0,5.0,1.5,4.128,1.3717,66,c5ad,Computing,c,96.0,192.0,25209.2465,AMD EPYC 7R32,AMD EPYC 7R32,AMD
