instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
g5g.16xlarge,us-east-1d,1,5.0,10,1,2,64.0,54.0,0.3453,1260849.0752,0.0054,1,57054.0597
t2.2xlarge,us-east-1f,2,50.0,10,1,4,16.0,6.0,0.1618,348355.1223,0.0101,2,134562.3927
g5g.16xlarge,us-east-1d,1,5.0,10,2,2,32.0,22.0,0.3453,630424.5376,0.0108,1,57054.0597
g5g.16xlarge,us-east-1d,2,5.0,17,7,7,18.0,1.0,0.6906,354613.8024,0.0384,2,28527.0298
g5g.16xlarge,us-east-1d,1,5.0,50,1,2,64.0,14.0,0.3453,1260849.0752,0.0054,1,57054.0597
t2.2xlarge,us-east-1f,7,50.0,50,1,4,56.0,6.0,0.5663,1219242.928,0.0101,7,38446.3979
g5g.16xlarge,us-east-1d,2,5.0,50,2,2,64.0,14.0,0.6906,1260849.0752,0.0108,2,28527.0298
g5g.16xlarge,us-east-1d,4,5.0,75,3,5,84.0,9.0,1.3812,1654864.4112,0.0164,4,14263.5149
g5g.16xlarge,us-east-1d,2,5.0,100,1,2,128.0,28.0,0.6906,2521698.1504,0.0054,2,28527.0298
t2.2xlarge,us-east-1f,13,50.0,100,1,4,104.0,4.0,1.0517,2264308.2949,0.0101,13,20701.9066
g5g.16xlarge,us-east-1d,4,5.0,100,2,2,128.0,28.0,1.3812,2521698.1504,0.0108,4,14263.5149
g5g.16xlarge,us-east-1d,8,5.0,115,4,2,128.0,13.0,2.7624,2521698.1504,0.0216,8,7131.7575
r7g.medium,us-east-1d,287,30.0,287,1,6,287.0,0.0,3.8171,7323745.212,0.0133,287,6685.2522
g5g.16xlarge,us-east-1d,7,5.0,400,1,2,448.0,48.0,2.4171,8825943.5264,0.0054,7,8150.58
t2.2xlarge,us-east-1f,50,50.0,400,1,4,400.0,0.0,4.045,8708878.0571,0.0101,50,5382.4957
g5g.16xlarge,us-east-1d,13,5.0,400,2,2,416.0,16.0,4.4889,8195518.9888,0.0108,13,4388.7738
x8g.48xlarge,us-east-1c,3,10.0,439,1,9,576.0,137.0,9.0375,17730946.88,0.0157,3,3406.1293
g5g.16xlarge,us-east-1d,16,5.0,1000,1,2,1024.0,24.0,5.5248,20173585.2032,0.0054,16,3565.8787
t2.2xlarge,us-east-1f,125,50.0,1000,1,4,1000.0,0.0,10.1125,21772195.1429,0.0101,125,2152.9983
g5g.16xlarge,us-east-1d,32,5.0,1000,2,2,1024.0,24.0,11.0496,20173585.2032,0.0108,32,1782.9394
