pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1347921.2781456953,1097573.842622951,1347921.2781456953,875048.7866666666,1347921.2781456953,0.0,1.0,0.0,1.0,0.0
5,1,1,372049.3718061675,339857.89018612524,269584.2553642384,291682.92913580243,387581.95979899494,0.0,1.0,0.0,1.0,0.0
6,1,1,339857.89018612524,339857.89018612524,224653.54617365712,291682.92913580243,226571.92673434858,0.0,0.0,0.0,0.0,0.0
10,1,1,201057.07015015013,201057.07015015013,134792.12774834438,175009.7574222222,85835.90301282052,0.0,0.0,0.0,0.0,0.0
14,1,1,142754.8067316479,142754.8067316479,96280.0912285444,125006.96961451248,74597.99756037304,0.0,0.0,0.0,0.0,0.0
15,1,1,124677.84797486033,124677.84797486033,89861.41848417955,109381.09840277777,59899.70874627674,1.0,1.0,0.0,1.0,0.0
17,1,1,110664.47002754819,110664.47002754819,79289.48690391621,97227.64304526748,59938.769593976205,1.0,1.0,0.0,1.0,0.0
20,1,1,99482.91881129271,99482.91881129271,67396.0638576159,87504.87873333333,44973.067055393585,0.0,0.0,0.0,0.0,0.0
25,1,1,76342.0802298044,76342.0802298044,53916.85108344371,67311.44518080211,32028.28708906426,1.0,1.0,0.0,1.0,0.0
30,1,1,66092.79799276078,66092.79799276078,44930.709242089775,58336.58581728395,27024.570814244704,0.0,0.0,0.0,0.0,0.0
35,1,1,54680.76774768751,54672.549698767856,38512.03649141776,48613.821515775024,19184.96430395137,1.0,1.0,0.0,1.0,0.0
40,1,1,48834.43060904449,48834.43060904449,33698.03192880795,43752.439366666666,18654.911410057754,0.0,0.0,0.0,0.0,0.0
45,1,1,42092.29496115767,42092.29496115767,29953.80616139318,38045.599449695444,12594.176067485638,1.0,1.0,0.0,1.0,0.0
50,1,1,38544.61966839378,38544.61966839378,26958.42554437086,35001.951491555556,15571.191040792166,0.0,0.0,0.0,0.0,0.0
