instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
g5g.16xlarge,us-east-1d,1,5.0,10,1,2,64.0,54.0,0.3411,1260849.0752,0.0053,1,57756.5723
t2.2xlarge,us-east-1f,2,50.0,10,1,4,16.0,6.0,0.1628,348355.1223,0.0102,2,133735.8424
g5g.16xlarge,us-east-1d,1,5.0,10,2,2,32.0,22.0,0.3411,630424.5376,0.0107,1,57756.5723
g5g.16xlarge,us-east-1d,2,5.0,17,7,7,18.0,1.0,0.6822,354613.8024,0.0379,2,28878.2861
g5g.16xlarge,us-east-1d,1,5.0,50,1,2,64.0,14.0,0.3411,1260849.0752,0.0053,1,57756.5723
t2.2xlarge,us-east-1f,7,50.0,50,1,4,56.0,6.0,0.5698,1219242.928,0.0102,7,38210.2407
g5g.16xlarge,us-east-1d,2,5.0,50,2,2,64.0,14.0,0.6822,1260849.0752,0.0107,2,28878.2861
g5g.16xlarge,us-east-1d,4,5.0,75,3,5,84.0,9.0,1.3644,1654864.4112,0.0162,4,14439.1431
g5g.16xlarge,us-east-1d,2,5.0,100,1,2,128.0,28.0,0.6822,2521698.1504,0.0053,2,28878.2861
t2.2xlarge,us-east-1f,13,50.0,100,1,4,104.0,4.0,1.0582,2264308.2949,0.0102,13,20574.745
g5g.16xlarge,us-east-1d,4,5.0,100,2,2,128.0,28.0,1.3644,2521698.1504,0.0107,4,14439.1431
g5g.16xlarge,us-east-1d,8,5.0,115,4,2,128.0,13.0,2.7288,2521698.1504,0.0213,8,7219.5715
r7g.medium,us-east-1d,287,35.0,287,1,6,287.0,0.0,3.8458,7323745.212,0.0134,287,6635.3622
g5g.16xlarge,us-east-1d,7,5.0,400,1,2,448.0,48.0,2.3877,8825943.5264,0.0053,7,8250.9389
t2.2xlarge,us-east-1f,50,50.0,400,1,4,400.0,0.0,4.07,8708878.0571,0.0102,50,5349.4337
g5g.16xlarge,us-east-1d,13,5.0,400,2,2,416.0,16.0,4.4343,8195518.9888,0.0107,13,4442.8133
x8g.48xlarge,us-east-1c,3,10.0,439,1,9,576.0,137.0,9.1152,17730946.88,0.0158,3,3377.0947
g5g.16xlarge,us-east-1d,16,5.0,1000,1,2,1024.0,24.0,5.4576,20173585.2032,0.0053,16,3609.7858
t2.2xlarge,us-east-1f,125,50.0,1000,1,4,1000.0,0.0,10.175,21772195.1429,0.0102,125,2139.7735
g5g.16xlarge,us-east-1d,32,5.0,1000,2,2,1024.0,24.0,10.9152,20173585.2032,0.0107,32,1804.8929
