pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1054591.2590673575,322815.8358244937,1054591.2590673575,554608.385915493,1054591.2590673575,0.0,3.0,0.0,1.0,0.0
5,1,1,219508.31029900332,161407.91797251688,210918.25160621761,184869.4621283255,227016.36497424578,0.0,3.0,0.0,1.0,0.0
6,1,1,184869.4621283255,161407.91797251688,175765.20970063328,184869.4621283255,204621.0402404238,0.0,2.0,0.0,0.0,0.0
10,1,1,110921.67723943661,107605.27863495125,105459.12585492227,110921.67723943661,118888.33911368014,0.0,2.0,0.0,0.0,0.0
14,1,1,79229.76947398679,80703.95897119094,75327.94702336894,79229.76947398679,69191.84752787712,0.0,2.0,0.0,0.0,0.0
15,1,1,73685.33216330597,80703.95897119094,70306.08389176743,69326.04828345071,55287.81458819866,0.0,1.0,0.0,1.0,0.0
17,1,1,65043.57454277457,64563.16717454195,62034.7799092816,61623.15404277517,59268.305989933535,0.0,3.0,0.0,1.0,0.0
20,1,1,55460.838633802814,64563.16717454195,52729.56291450777,55460.838633802814,27047.27132532382,0.0,0.0,0.0,0.0,0.0
25,1,1,44273.968686278924,46116.54798476768,42183.65032953368,42662.183565297106,28040.002396788987,0.0,3.0,0.0,1.0,0.0
30,1,1,36973.892419405325,40351.97948559547,35153.04194588371,36973.892419405325,14282.240713481337,0.0,2.0,0.0,0.0,0.0
35,1,1,31643.542233232405,35868.42620867412,30131.178809347577,30811.577017040512,18958.845978788268,0.0,1.0,0.0,1.0,0.0
40,1,1,27730.419316901407,32281.583589681777,26364.781457253885,27730.419316901407,10585.713953589055,0.0,0.0,0.0,0.0,0.0
45,1,1,24619.987246449247,26901.319657063646,23435.361297255804,24113.40810191965,10554.791082907532,0.0,3.0,0.0,1.0,0.0
50,1,1,22184.335452394367,24831.987376820936,21091.82516683938,22184.335452394367,10725.336492869874,0.0,2.0,0.0,0.0,0.0
