pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,564673.5615292712,29832.214290222808,271381.4838666667,271381.4838666667,0.0,182.0,0.0,0.0
10,1,4,564673.5615292712,29832.214290222808,147544.00089552236,147544.00089552236,0.0,182.0,0.0,0.0
10,2,2,275105.8038416764,29832.214290222808,116772.77153846153,118906.71514098108,0.0,86.0,0.0,2.0
17,7,7,41616.20778602703,29832.21429022281,20983.53796806024,20983.53796806024,0.0,10.0,0.0,0.0
50,1,2,99140.54307488052,29832.214290222808,54276.296762666665,54276.296762666665,0.0,142.0,0.0,0.0
50,1,4,85528.73163228376,29832.214290222808,29508.800185074626,29508.800185074626,14.0,142.0,0.0,0.0
50,2,2,55213.99193925234,29832.214290222808,23354.55430769231,27440.011186380252,0.0,46.0,0.0,2.0
75,3,5,23804.789630622734,19643.880756442228,5150.63201320132,8141.810922840752,0.0,21.0,0.0,9.0
100,1,2,55213.99193925234,29832.214290222808,27138.148381333333,27138.148381333333,0.0,92.0,0.0,0.0
100,1,4,55213.99193925234,29832.214290222808,14754.400093283582,14754.400093283582,0.0,92.0,0.0,0.0
100,2,2,28623.532642926355,28623.532642926355,11677.277153846155,14268.805816917727,0.0,0.0,0.0,0.0
115,4,2,12165.240817482174,11853.42891179495,3359.107834696513,6150.347334878332,0.0,3.0,0.0,1.0
287,1,6,19643.880756442228,18983.482789091056,4858.680527788884,4616.185962373373,1.0,11.0,0.0,33.0
400,1,2,14038.011494594273,13693.51791974504,6784.53709525,6784.53709525,0.0,10.0,0.0,0.0
400,1,4,14038.011494594273,13693.51791974504,3688.6000233208956,3688.6000233208956,0.0,10.0,0.0,0.0
400,2,2,6364.670769049893,5839.023334537908,2919.3192884615387,3567.201454229432,0.0,32.0,0.0,0.0
439,1,9,11217.082496736679,9779.262797434305,1627.5502763136558,2885.116226483358,0.0,63.0,0.0,9.0
1000,1,2,4888.056471901194,4566.442796750888,2713.8148380933335,2713.8148380933335,0.0,56.0,0.0,0.0
1000,1,4,4527.371530016435,4169.790309054741,1475.4400093283582,1475.4400093283582,0.0,64.0,0.0,0.0
1000,2,2,2132.7745197691775,1799.4764405919082,1167.7277153846155,1426.880581691773,0.0,146.0,0.0,0.0
