pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,192.0,182.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
10,1,4,192.0,182.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
10,2,2,96.0,86.0,1,96.0,192.0,1536.0,2.105,4537265.0016,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
17,7,7,27.0,10.0,1,27.0,192.0,1536.0,2.105,1276105.7817,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,192.0,142.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,1,4,192.0,142.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,2,2,96.0,46.0,1,96.0,192.0,1536.0,2.105,4537265.0016,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,192.0,117.0,2,192.0,576.0,2304.0,5.1698,7178662.5751,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8i.metal-96xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,192.0,92.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
100,1,4,192.0,92.0,1,192.0,192.0,1536.0,2.105,9074530.0032,"[{'instance_type': 'r8a.metal-48xl', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
