pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0
10,1,4,306153.1928853755,0.0,306153.1928853755,0.0,306153.1928853755,0.0,306153.1928853755,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0
50,1,4,62529.13912291933,0.0,62529.13912291933,0.0,62529.13912291933,0.0,62529.13912291933,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,18849.019820095695,0.0,18849.019820095695,0.0,18849.019820095695,0.0,18849.019820095695,0.0
100,1,2,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0
100,1,4,36317.51811900887,0.0,36317.51811900887,0.0,36317.51811900887,0.0,36317.51811900887,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10977.705567332367,1.0,10977.705567332367,1.0,10977.705567332367,1.0,10977.705567332367,1.0
287,1,6,12722.687751199273,1.0,12722.687751199273,1.0,12722.687751199273,1.0,12722.687751199273,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9005.378418058359,0.0,9005.378418058359,0.0,9005.378418058359,0.0,9005.378418058359,0.0
400,2,2,6257.117647058823,0.0,6257.117647058823,0.0,6257.117647058823,0.0,6257.117647058823,0.0
439,1,9,7156.511860049591,9.0,7156.511860049591,9.0,7156.511860049591,9.0,7156.511860049591,9.0
1000,1,2,4935.0808777429465,0.0,4935.0808777429465,0.0,4935.0808777429465,0.0,4935.0808777429465,0.0
1000,1,4,3751.191766318314,0.0,3751.191766318314,0.0,3751.191766318314,0.0,3751.191766318314,0.0
1000,2,2,2316.540607846367,0.0,2316.540607846367,0.0,2316.540607846367,0.0,2316.540607846367,0.0
