pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,497198.34671361506,29394.596266044337,133868.26530612246,29394.596266044337,0.0,182.0,0.0,182.0
10,1,4,464240.7478176527,29394.596266044337,131805.97413333334,29394.596266044337,2.0,182.0,0.0,182.0
10,2,2,276986.2332175926,29394.596266044337,64099.78827361564,29394.596266044337,0.0,86.0,0.0,86.0
17,7,7,43100.6043223773,29394.59626604434,41162.0408496732,29394.59626604434,0.0,10.0,0.0,10.0
50,1,2,106327.50502046385,29394.596266044337,26773.65306122449,29394.596266044337,0.0,142.0,0.0,142.0
50,1,4,104163.70206746463,29394.596266044337,26361.194832,29394.596266044337,2.0,142.0,0.0,142.0
50,2,2,55250.16864827427,29394.596266044337,12819.957654723126,29394.596266044337,0.0,46.0,0.0,46.0
75,3,5,24549.01836179925,14652.305485826242,18391.247300672432,14697.29813302217,0.0,53.0,0.0,53.0
100,1,2,55250.16864827427,29394.596266044337,13386.826530612245,29394.596266044337,0.0,92.0,0.0,92.0
100,1,4,55250.16864827427,29394.596266044337,13180.597416666667,29394.596266044337,0.0,92.0,0.0,92.0
100,2,2,28209.59574468085,14652.30548582624,6409.978827361563,14697.298133022168,0.0,92.0,0.0,92.0
115,4,2,12174.909342965431,11487.356861709788,11994.291717829847,9798.198755348112,0.0,7.0,0.0,29.0
287,1,6,12888.789124297899,11679.083768483724,4173.660437135677,9798.198755348112,0.0,33.0,0.0,97.0
400,1,2,14057.984873850854,11487.356861709788,3346.706632653061,9798.198755348112,0.0,88.0,0.0,176.0
400,1,4,14057.984873850854,11487.356861709788,3295.149354166667,9798.198755348112,0.0,88.0,0.0,176.0
400,2,2,6903.979849120834,6357.181710718556,1602.4947068403908,5878.919253208867,0.0,34.0,0.0,80.0
439,1,9,5455.741604924199,5431.595676350432,3142.0126367891394,4899.099377674057,0.0,2.0,0.0,71.0
1000,1,2,5479.475798511735,5479.475798511735,1338.6826530612245,4899.099377674056,0.0,0.0,0.0,152.0
1000,1,4,5479.475798511735,5479.475798511735,1318.0597416666667,4899.099377674056,0.0,0.0,0.0,152.0
1000,2,2,1838.6618832492977,1741.4494707005445,640.9978827361564,2672.236024185849,0.0,40.0,0.0,56.0
