alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,0.0792,191243,2414690.5699855695,10,0,"{'c6gd.2xlarge_use1-az6': 2, 't3a.large_use1-az2': 1}"
0.01,0.0792,191243,2414690.5699855695,10,0,"{'c6gd.2xlarge_use1-az6': 2, 't3a.large_use1-az2': 1}"
0.02,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.03,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.04,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.05,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.06,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.07,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.08,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.09,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.1,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.11,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.12,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.13,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.14,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.15,0.0805,301581,3746356.0440106476,10,0,"{'c6gd.2xlarge_use1-az6': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.16,0.088,346764,3940510.8902597404,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 't3a.large_use1-az2': 1}"
0.17,0.089,352327,3958738.658747994,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 't4g.large_use1-az5': 1}"
0.18,0.0932,374981,4023410.9742489266,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 'r8g.medium_use1-az6': 2}"
0.19,0.0932,374981,4023410.9742489266,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 'r8g.medium_use1-az6': 2}"
0.2,0.0932,374981,4023410.9742489266,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 'r8g.medium_use1-az6': 2}"
0.21,0.0932,374981,4023410.9742489266,10,0,"{'m8g.xlarge_use1-az5': 1, 'r8a.xlarge_use1-az2': 1, 'r8g.medium_use1-az6': 2}"
0.22,1.481,6136148,4143247.0457798783,196,186,"{'m8g.metal-48xl_use1-az4': 1, 'r8a.xlarge_use1-az2': 1}"
0.23,1.481,6136148,4143247.0457798783,196,186,"{'m8g.metal-48xl_use1-az4': 1, 'r8a.xlarge_use1-az2': 1}"
0.24,5.6834999999999996,21836963,3842168.2721562423,996,986,"{'m8g.metal-48xl_use1-az4': 1, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1}"
0.25,5.6834999999999996,21836963,3842168.2721562423,996,986,"{'m8g.metal-48xl_use1-az4': 1, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1}"
0.26,106.865,343941190,3218464.3307238105,11636,11626,"{'inf2.48xlarge_use1-az6': 25, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1}"
0.27,118.22109999999999,379631681,3211200.723596718,12788,12778,"{'inf2.48xlarge_use1-az6': 25, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1, 'r8g.48xlarge_use1-az4': 1}"
0.28,148.8109,469442934,3154627.34509636,16252,16242,"{'inf2.48xlarge_use1-az6': 25, 'm7g.16xlarge_use1-az5': 1, 'm7g.metal_use1-az6': 50, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'm8g.xlarge_use1-az6': 50, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1, 'r8g.48xlarge_use1-az4': 1}"
0.29,152.37590000000003,479362675,3145921.8649117076,16572,16562,"{'inf2.48xlarge_use1-az6': 25, 'm7g.16xlarge_use1-az5': 1, 'm7g.metal_use1-az6': 50, 'm8g.24xlarge_use1-az5': 1, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'm8g.xlarge_use1-az6': 50, 'm8gd.8xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1, 'r8g.48xlarge_use1-az4': 1, 'r8gd.metal-48xl_use1-az6': 1}"
0.3,252.20630000000003,746560562,2960118.6123308213,25355,25345,"{'inf2.48xlarge_use1-az6': 25, 'm7g.16xlarge_use1-az5': 1, 'm7g.metal_use1-az1': 1, 'm7g.metal_use1-az4': 15, 'm7g.metal_use1-az6': 50, 'm8g.16xlarge_use1-az5': 20, 'm8g.24xlarge_use1-az5': 1, 'm8g.48xlarge_use1-az2': 15, 'm8g.48xlarge_use1-az4': 1, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'm8g.xlarge_use1-az6': 50, 'm8gd.8xlarge_use1-az6': 1, 'm8i.metal-48xl_use1-az6': 1, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1, 'r8g.16xlarge_use1-az6': 50, 'r8g.48xlarge_use1-az4': 1, 'r8g.medium_use1-az6': 15, 'r8gd.metal-48xl_use1-az6': 1}"
0.31,430.0024,1199062776,2788502.520843351,40608,40598,"{'c6gd.2xlarge_use1-az2': 50, 'c6gd.2xlarge_use1-az6': 50, 'i8ge.metal-24xl_use1-az4': 1, 'i8ge.metal-48xl_use1-az6': 1, 'inf2.48xlarge_use1-az6': 25, 'm7g.16xlarge_use1-az5': 1, 'm7g.metal_use1-az1': 1, 'm7g.metal_use1-az2': 20, 'm7g.metal_use1-az4': 15, 'm7g.metal_use1-az6': 50, 'm7gd.metal_use1-az6': 25, 'm8g.12xlarge_use1-az2': 20, 'm8g.16xlarge_use1-az5': 20, 'm8g.24xlarge_use1-az5': 1, 'm8g.24xlarge_use1-az6': 50, 'm8g.48xlarge_use1-az2': 15, 'm8g.48xlarge_use1-az4': 1, 'm8g.48xlarge_use1-az6': 15, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'm8g.xlarge_use1-az6': 50, 'm8gd.8xlarge_use1-az6': 1, 'm8i.metal-48xl_use1-az6': 1, 'r6a.16xlarge_use1-az5': 1, 'r6g.8xlarge_use1-az5': 25, 'r8a.xlarge_use1-az2': 1, 'r8g.16xlarge_use1-az6': 50, 'r8g.24xlarge_use1-az6': 30, 'r8g.48xlarge_use1-az4': 1, 'r8g.medium_use1-az5': 5, 'r8g.medium_use1-az6': 15, 'r8gd.metal-24xl_use1-az6': 1, 'r8gd.metal-48xl_use1-az6': 1}"
0.32,580.5313000000001,1562973168,2692315.072249401,53346,53336,"{'c6gd.2xlarge_use1-az2': 50, 'c6gd.2xlarge_use1-az6': 50, 'i8ge.metal-24xl_use1-az4': 1, 'i8ge.metal-48xl_use1-az6': 1, 'inf2.48xlarge_use1-az6': 25, 'm6i.24xlarge_use1-az4': 5, 'm7g.12xlarge_use1-az4': 40, 'm7g.16xlarge_use1-az5': 1, 'm7g.metal_use1-az1': 1, 'm7g.metal_use1-az2': 20, 'm7g.metal_use1-az4': 15, 'm7g.metal_use1-az6': 50, 'm7gd.metal_use1-az6': 25, 'm7i-flex.large_use1-az4': 50, 'm8g.12xlarge_use1-az2': 20, 'm8g.12xlarge_use1-az6': 50, 'm8g.16xlarge_use1-az5': 20, 'm8g.24xlarge_use1-az4': 10, 'm8g.24xlarge_use1-az5': 1, 'm8g.24xlarge_use1-az6': 50, 'm8g.48xlarge_use1-az2': 15, 'm8g.48xlarge_use1-az4': 1, 'm8g.48xlarge_use1-az6': 15, 'm8g.4xlarge_use1-az5': 5, 'm8g.medium_use1-az2': 20, 'm8g.metal-48xl_use1-az2': 5, 'm8g.metal-48xl_use1-az4': 1, 'm8g.metal-48xl_use1-az6': 30, 'm8g.xlarge_use1-az5': 20, 'm8g.xlarge_use1-az6': 50, 'm8gd.8xlarge_use1-az6': 1, 'm8gd.medium_use1-az6': 1, 'm8i.metal-48xl_use1-az6': 1, 'r6a.16xlarge_use1-az5': 1, 'r6a.8xlarge_use1-az4': 45, 'r6g.8xlarge_use1-az5': 25, 'r7gd.16xlarge_use1-az6': 50, 'r8a.xlarge_use1-az2': 1, 'r8g.16xlarge_use1-az2': 30, 'r8g.16xlarge_use1-az6': 50, 'r8g.24xlarge_use1-az6': 30, 'r8g.48xlarge_use1-az4': 1, 'r8g.48xlarge_use1-az6': 1, 'r8g.medium_use1-az2': 25, 'r8g.medium_use1-az5': 5, 'r8g.medium_use1-az6': 15, 'r8gd.metal-24xl_use1-az6': 1, 'r8gd.metal-48xl_use1-az6': 1}"
