pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,221234.90532608697,221234.90532608697,131190.9,131190.9,0.0,0.0,0.0,0.0
10,1,4,132620.26480304956,52281.98707702772,116299.38894117645,116299.38894117645,0.0,22.0,0.0,0.0
10,2,2,86139.57059483725,19938.438180051817,45449.48002688173,51475.55001522534,0.0,38.0,0.0,6.0
17,7,7,14550.426818748203,14550.426818748203,8166.925322299693,11916.935773516725,1.0,1.0,0.0,1.0
50,1,2,44246.98105652174,44246.98105652174,26238.18,26238.18,0.0,0.0,0.0,0.0
50,1,4,31213.923241243792,26140.99353851386,23259.877792941177,23259.877792941177,0.0,14.0,0.0,0.0
50,2,2,19006.663844823324,8412.561798128605,9089.896006451612,12868.887503806334,0.0,62.0,0.0,14.0
75,3,5,8240.275734138755,4857.5855700197235,3409.3151231714123,6434.443751903167,0.0,53.0,0.0,5.0
100,1,2,21538.2130010582,21538.2130010582,13119.09,13119.09,0.0,0.0,0.0,0.0
100,1,4,16566.27000874556,13070.49676925693,11629.938897058824,11629.938897058824,0.0,28.0,0.0,0.0
100,2,2,9374.794003897923,8412.561798128605,4544.9480029569895,7353.650002175049,0.0,12.0,0.0,12.0
115,4,2,4013.4178876885994,3641.8064318443517,2223.4663847593356,3431.7033343483554,0.0,13.0,0.0,5.0
287,1,6,4592.330066036898,4147.922914382005,3908.4445565150145,3062.7369108926337,0.0,31.0,0.0,1.0
400,1,2,4949.556825937951,4432.736683757553,3279.7725,3279.7725,0.0,46.0,0.0,0.0
400,1,4,4015.9540922212686,3336.102923446233,2907.484724264706,2907.484724264706,0.0,80.0,0.0,0.0
400,2,2,2307.4568412722338,2175.0202767576106,1136.2370007728496,2059.0220006090135,0.0,24.0,0.0,0.0
439,1,9,2616.3654119572425,2564.0667475730393,1004.6335197490185,2218.247535596933,0.0,11.0,0.0,2.0
1000,1,2,1890.5086327924976,1758.7040653385523,1311.909,1311.909,0.0,74.0,0.0,0.0
1000,1,4,1568.893675228948,1556.6866349780125,1162.9938897058823,1162.9938897058823,0.0,8.0,0.0,0.0
1000,2,2,901.2910986725899,901.2910986725899,454.4948003064517,817.0722224638941,0.0,0.0,0.0,8.0
