pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1054591.2590673575,319122.9949952336,1054591.2590673575,580784.592920354,1043774.9384615385,0.0,3.0,0.0,1.0,0.0
5,1,1,227572.9095292767,159561.49755719735,210918.25160621761,193594.86447066537,222433.4823359769,0.0,3.0,0.0,1.0,0.0
6,1,1,193594.86447066537,159561.49755719735,175765.20970063328,193594.86447066537,183956.2065950274,0.0,2.0,0.0,0.0,0.0
10,1,1,116156.91864306784,106374.33169155811,105459.12585492227,116156.91864306784,83349.5193669932,0.0,2.0,0.0,0.0,0.0
14,1,1,82969.22762025165,79780.74876370352,75327.94702336894,82969.22762025165,53839.846922760735,0.0,2.0,0.0,0.0,0.0
15,1,1,76901.52748765914,79780.74876370352,70306.08389176743,72598.0741611357,57939.89771577744,0.0,1.0,0.0,1.0,0.0
17,1,1,67909.52206135467,63824.59900857961,62034.7799092816,64531.62149022179,59471.347564254225,0.0,3.0,0.0,1.0,0.0
20,1,1,58078.45933628318,63824.59900857961,52729.56291450777,58078.45933628318,40987.5161015379,0.0,0.0,0.0,0.0,0.0
25,1,1,46268.94685754518,45588.99929476081,42183.65032953368,44675.7379518598,26993.24275777913,0.0,3.0,0.0,1.0,0.0
30,1,1,38718.972887577846,39890.37438185176,35153.04194588371,38718.972887577846,12874.890265759008,0.0,2.0,0.0,0.0,0.0
35,1,1,33088.64691547539,35458.11056091045,30131.178809347577,32265.810740558652,20429.721954222914,0.0,1.0,0.0,1.0,0.0
40,1,1,29039.22966814159,31912.299506673025,26364.781457253885,29039.22966814159,12077.630287277701,0.0,0.0,0.0,0.0,0.0
45,1,1,25752.68042521675,26593.582921234512,23435.361297255804,25251.504059532374,9961.125605837828,0.0,3.0,0.0,1.0,0.0
50,1,1,23231.383733333332,24547.92269758181,21091.82516683938,23231.383733333332,9291.857024411382,0.0,2.0,0.0,0.0,0.0
