pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,496230.7908641975,56977.91091018686,363869.5889130435,71795.79737609331,0.0,86.0,0.0,54.0
10,1,4,528670.8847874721,56977.91091018686,232888.7050909091,71795.79737609331,0.0,86.0,0.0,22.0
10,2,2,213665.96091205213,56977.91091018686,122236.20358267716,71795.79737609331,2.0,38.0,0.0,22.0
17,7,7,37866.06122171946,27855.942181882474,25362.455555232475,35897.89868804665,0.0,10.0,0.0,1.0
50,1,2,101867.92477319586,56977.91091018686,72773.91778695652,71795.79737609331,0.0,46.0,0.0,14.0
50,1,4,104126.84974664023,56977.91091018686,46577.741021818176,35897.898688046655,0.0,46.0,0.0,14.0
50,2,2,49307.5294412428,18709.198440345182,24447.240719685036,35897.898688046655,2.0,94.0,0.0,14.0
75,3,5,22003.01891591897,18709.198440345182,5354.730612244898,17948.949344023324,1.0,21.0,0.0,9.0
100,1,2,50933.96238659793,18709.198440345182,36386.95889347826,35897.898688046655,0.0,188.0,0.0,28.0
100,1,4,54645.82853509077,18709.198440345182,23288.870510909088,17948.949344023327,0.0,188.0,0.0,28.0
100,2,2,25639.915309446253,18709.198440345182,12223.620359842518,17948.949344023327,0.0,44.0,0.0,28.0
115,4,2,11026.916395831,11516.460534309384,3492.2156166814552,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,18709.198440345182,18709.198440345182,6635.362213323626,5128.271241149521,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,13261.688064145217,9096.73972330163,10256.54248229904,0.0,4.0,0.0,48.0
400,1,4,13393.175522117373,13393.175522117373,5822.217627840909,5522.753644314868,0.0,0.0,0.0,16.0
400,2,2,6611.181502551847,6609.709127352436,3055.9050899852364,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,10506.001659421405,9652.046704923725,2590.9852099935783,3377.094730657461,0.0,42.0,0.0,137.0
1000,1,2,5029.683067092652,5242.3166494132865,3638.695889326087,4487.237336005832,0.0,2.0,0.0,24.0
1000,1,4,5048.894227715153,4947.166831994767,2328.8870511363634,2243.618668002916,0.0,20.0,0.0,24.0
1000,2,2,2545.412999154316,2536.2269808345545,1222.362035996063,2243.618668002916,0.0,2.0,0.0,24.0
