instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,50.0,10,1,2,10.0,0.0,0.15,196786.35,0.015,10,131190.9
m6g.medium,ap-northeast-1d,10,15.0,10,1,4,10.0,0.0,0.17,197708.9612,0.017,10,116299.389
c7g.8xlarge,ap-northeast-1d,1,50.0,10,2,2,16.0,6.0,0.4926,405709.695,0.0308,1,51475.55
c7g.16xlarge,ap-northeast-1a,2,50.0,17,7,7,18.0,1.0,2.1278,456423.4069,0.1182,2,11916.9358
c6g.medium,ap-northeast-1c,50,50.0,50,1,2,50.0,0.0,0.75,983931.75,0.015,50,26238.18
m6g.medium,ap-northeast-1d,50,15.0,50,1,4,50.0,0.0,0.85,988544.8062,0.017,50,23259.8778
c7g.8xlarge,ap-northeast-1d,4,50.0,50,2,2,64.0,14.0,1.9704,1622838.78,0.0308,4,12868.8875
c7g.8xlarge,ap-northeast-1d,8,50.0,75,3,5,80.0,5.0,3.9408,2028548.475,0.0493,8,6434.4438
c6g.medium,ap-northeast-1c,100,50.0,100,1,2,100.0,0.0,1.5,1967863.5,0.015,100,13119.09
m6g.medium,ap-northeast-1d,100,15.0,100,1,4,100.0,0.0,1.7,1977089.6125,0.017,100,11629.9389
c7g.8xlarge,ap-northeast-1d,7,50.0,100,2,2,112.0,12.0,3.4482,2839967.865,0.0308,7,7353.65
c7g.8xlarge,ap-northeast-1d,15,50.0,115,4,2,120.0,5.0,7.389,3042822.7125,0.0616,15,3431.7033
r6g.large,ap-northeast-1c,144,40.0,287,1,6,288.0,1.0,6.408,5652293.22,0.0222,144,3062.7369
c6g.medium,ap-northeast-1c,400,50.0,400,1,2,400.0,0.0,6.0,7871454.0,0.015,400,3279.7725
m6g.medium,ap-northeast-1d,400,15.0,400,1,4,400.0,0.0,6.8,7908358.45,0.017,400,2907.4847
c7g.8xlarge,ap-northeast-1d,25,50.0,400,2,2,400.0,0.0,12.315,10142742.375,0.0308,25,2059.022
r7g.2xlarge,ap-northeast-1d,63,25.0,439,1,9,441.0,2.0,11.5038,11253559.716,0.0261,63,2218.2475
c6g.medium,ap-northeast-1c,1000,50.0,1000,1,2,1000.0,0.0,15.0,19678635.0,0.015,1000,1311.909
m6g.medium,ap-northeast-1d,1000,15.0,1000,1,4,1000.0,0.0,17.0,19770896.125,0.017,1000,1162.9939
c7g.8xlarge,ap-northeast-1d,63,50.0,1000,2,2,1008.0,8.0,31.0338,25559710.785,0.0308,63,817.0722
