pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,759733.6682539682,0.0,759733.6682539682,0.0,759733.6682539682,0.0,759733.6682539682,0.0
10,1,4,759733.6682539682,0.0,759733.6682539682,0.0,759733.6682539682,0.0,759733.6682539682,0.0
10,2,2,379866.8341269841,0.0,379866.8341269841,0.0,379866.8341269841,0.0,379866.8341269841,0.0
17,7,7,58756.71630247974,1.0,58756.71630247974,1.0,58756.71630247974,1.0,58756.71630247974,1.0
50,1,2,150702.8372166247,0.0,150702.8372166247,0.0,150702.8372166247,0.0,150702.8372166247,0.0
50,1,4,150702.8372166247,0.0,150702.8372166247,0.0,150702.8372166247,0.0,150702.8372166247,0.0
50,2,2,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0
75,3,5,33082.12683162842,0.0,33082.12683162842,0.0,33082.12683162842,0.0,33082.12683162842,0.0
100,1,2,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0
100,1,4,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0,76950.51623794212,0.0
100,2,2,37809.63828106486,0.0,37809.63828106486,0.0,37809.63828106486,0.0,37809.63828106486,0.0
115,4,2,16332.225858186037,0.0,16332.225858186037,0.0,16332.225858186037,0.0,16332.225858186037,0.0
287,1,6,17319.156571139094,0.0,17319.156571139094,0.0,17319.156571139094,0.0,17319.156571139094,0.0
400,1,2,18899.593721618952,0.0,18899.593721618952,0.0,18899.593721618952,0.0,18899.593721618952,0.0
400,1,4,18899.593721618952,0.0,18899.593721618952,0.0,18899.593721618952,0.0,18899.593721618952,0.0
400,2,2,8936.32504514161,0.0,8936.32504514161,0.0,8936.32504514161,0.0,8936.32504514161,0.0
439,1,9,8870.716422672673,0.0,8870.716422672673,0.0,8870.716422672673,0.0,8870.716422672673,0.0
1000,1,2,7115.471257384526,0.0,7115.471257384526,0.0,7115.471257384526,0.0,7115.471257384526,0.0
1000,1,4,6536.625562839458,18.0,6536.625562839458,18.0,6536.625562839458,18.0,6536.625562839458,18.0
1000,2,2,3034.00074572743,0.0,3034.00074572743,0.0,3034.00074572743,0.0,3034.00074572743,0.0
