instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,50.0,10,1,2,10.0,0.0,0.152,196786.35,0.0152,10,129464.7039
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.172,197708.9612,0.0172,10,114947.0705
t3a.large,ap-northeast-1d,10,30.0,10,2,2,10.0,0.0,0.373,169072.0657,0.0373,10,45327.6316
t3.2xlarge,ap-northeast-1d,17,50.0,17,7,7,17.0,0.0,2.5075,346011.3919,0.1475,17,8117.0932
c6g.medium,ap-northeast-1c,50,50.0,50,1,2,50.0,0.0,0.76,983931.75,0.0152,50,25892.9408
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.86,988544.8062,0.0172,50,22989.4141
t3a.large,ap-northeast-1d,50,30.0,50,2,2,50.0,0.0,1.865,845360.3286,0.0373,50,9065.5263
t3.xlarge,ap-northeast-1c,75,50.0,75,3,5,75.0,0.0,6.0225,1526520.8464,0.0803,75,3379.5951
c6g.medium,ap-northeast-1c,100,50.0,100,1,2,100.0,0.0,1.52,1967863.5,0.0152,100,12946.4704
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.72,1977089.6125,0.0172,100,11494.707
t3a.large,ap-northeast-1d,100,30.0,100,2,2,100.0,0.0,3.73,1690720.6571,0.0373,100,4532.7632
t3.xlarge,ap-northeast-1c,115,50.0,115,4,2,115.0,0.0,9.2345,2340665.2979,0.0803,115,2204.0837
r7a.medium,ap-northeast-1c,287,30.0,287,1,6,287.0,0.0,8.7535,9625846.6233,0.0305,287,3831.5571
c6g.medium,ap-northeast-1c,400,50.0,400,1,2,400.0,0.0,6.08,7871454.0,0.0152,400,3236.6176
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,6.88,7908358.45,0.0172,400,2873.6768
t3a.large,ap-northeast-1d,400,30.0,400,2,2,400.0,0.0,14.92,6762882.6286,0.0373,400,1133.1908
r6g.large,ap-northeast-1c,439,35.0,439,1,9,439.0,0.0,19.7111,8615821.9569,0.0449,439,995.6836
c6g.medium,ap-northeast-1c,1000,50.0,1000,1,2,1000.0,0.0,15.2,19678635.0,0.0152,1000,1294.647
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,17.2,19770896.125,0.0172,1000,1149.4707
t3a.large,ap-northeast-1d,1000,30.0,1000,2,2,1000.0,0.0,37.3,16907206.5714,0.0373,1000,453.2763
