pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1339053.375,1086883.1883116884,1339053.375,903146.6834862385,1339053.375,0.0,1.0,0.0,1.0,0.0
5,1,1,337102.0479591837,362294.39592352096,267810.6747368421,301048.89475025487,276403.6634146342,0.0,1.0,0.0,1.0,0.0
6,1,1,301048.89475025487,362294.39592352096,223175.56231725146,301048.89475025487,189875.17971781307,0.0,0.0,0.0,0.0,0.0
10,1,1,217376.63753246752,217376.63753246752,133905.33743421052,180629.3367889908,136717.93844252164,0.0,0.0,0.0,0.0,0.0
14,1,1,150251.35627725057,150251.35627725057,95646.66957572504,129020.9548773638,72043.9116313749,0.0,0.0,0.0,0.0,0.0
15,1,1,130155.52947608865,130155.52947608865,89270.22494152047,112893.33550745412,75841.98676141596,1.0,1.0,0.0,1.0,0.0
17,1,1,114801.10488111567,114801.10488111567,78767.84554270624,100349.63158341829,57733.93746994711,1.0,1.0,0.0,1.0,0.0
20,1,1,102687.12325153373,102687.12325153373,66952.6687006579,90314.66841743118,36000.482220566315,0.0,0.0,0.0,0.0,0.0
25,1,1,77996.27721521255,77996.27721521255,53562.13495789474,69472.8218609196,36405.68918831916,1.0,1.0,0.0,1.0,0.0
30,1,1,67220.88791834003,67220.88791834003,44635.112470760236,60209.778939857286,24124.084065792853,0.0,0.0,0.0,0.0,0.0
35,1,1,55339.19317733602,55405.49847824489,38258.66783029001,50174.81578463019,17778.64692457029,1.0,1.0,0.0,1.0,0.0
40,1,1,49594.07730740741,49594.07730740741,33476.33435032895,45157.33420871559,16706.456740501686,0.0,0.0,0.0,0.0,0.0
45,1,1,42784.501726446346,42622.87010772689,29756.741647173487,39267.247138447136,17233.280069653738,1.0,1.0,0.0,1.0,0.0
50,1,1,39181.78735714286,38970.89893131548,26781.067481578946,36125.86736513761,12366.872205485612,0.0,0.0,0.0,0.0,0.0
