pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1356907.4200000002,1062730.2285714287,1356907.4200000002,960419.3999999999,1197271.2529411765,0.0,1.0,0.0,1.0,0.0
5,1,1,354243.40934744274,354243.40934744274,271381.48373333336,320139.8002710027,223860.55282051282,1.0,1.0,0.0,1.0,0.0
6,1,1,354243.40934744274,354243.40934744274,226151.23648148146,320139.8002710027,304731.64275741717,0.0,0.0,0.0,0.0,0.0
10,1,1,212546.04558730157,212546.04558730157,135690.74193333334,192083.880097561,159980.8945639188,0.0,0.0,0.0,0.0,0.0
14,1,1,151818.60398445092,151818.60398445092,96921.95850340137,137202.77152812347,75644.52799524018,0.0,0.0,0.0,0.0,0.0
15,1,1,132841.2784970238,132841.2784970238,90460.49460740741,120052.4250762195,98861.16382495027,1.0,1.0,0.0,1.0,0.0
17,1,1,118081.13644914755,118081.13644914755,79818.08348327567,106713.26675700092,66501.29442096537,1.0,1.0,0.0,1.0,0.0
20,1,1,106273.02279365079,106273.02279365079,67845.37095,96041.94007317074,46226.436919388674,0.0,0.0,0.0,0.0,0.0
25,1,1,81748.47907391754,81748.47907391754,54276.29675733334,73878.41544234377,35189.057582005626,1.0,1.0,0.0,1.0,0.0
30,1,1,70848.68186948854,70848.68186948854,45230.247303703705,64027.960043360436,25426.919489946682,0.0,0.0,0.0,0.0,0.0
35,1,1,59040.56821967471,59040.56821967471,38768.783401360546,53356.6333709726,17649.943327222303,1.0,1.0,0.0,1.0,0.0
40,1,1,53136.51140079365,53136.51140079365,33922.685475,48020.97003658537,16648.73952180566,0.0,0.0,0.0,0.0,0.0
45,1,1,46205.662087796685,46205.662087796685,30153.49820246913,41757.36524966573,15955.983396416856,1.0,1.0,0.0,1.0,0.0
50,1,1,42509.20912,42509.20912,27138.148381333333,38416.77602731708,13978.167357670576,0.0,0.0,0.0,0.0,0.0
