pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,960076.0047169812,721465.5646551725,960076.0047169812,609554.108359133,960076.0047169812,0.0,1.0,0.0,1.0,0.0
5,1,1,270627.4035087719,240488.52143199235,192015.20075471696,203184.70295837632,267576.0971379011,0.0,1.0,0.0,1.0,0.0
6,1,1,240488.52143199235,240488.52143199235,160012.66732180293,203184.70295837632,180165.4052791404,0.0,0.0,0.0,0.0,0.0
10,1,1,144293.11284482756,144293.11284482756,96007.6004245283,121910.82173374612,92906.1841243175,0.0,0.0,0.0,0.0,0.0
14,1,1,102248.02131512346,102248.02131512346,68576.85743165191,87079.15840020218,64928.706120043775,0.0,0.0,0.0,0.0,0.0
15,1,1,91014.89909796517,89245.54033924287,64005.06693920335,76194.26359326624,72415.08519941456,0.0,1.0,0.0,1.0,0.0
17,1,1,79514.29329435287,79176.92096341847,56475.05906835542,67728.23431945877,31264.61039658535,0.0,1.0,0.0,1.0,0.0
20,1,1,71149.84522848034,71149.84522848034,48003.8002004717,60955.41088235294,20478.794157830343,0.0,0.0,0.0,0.0,0.0
25,1,1,56125.20276613865,54556.71802602547,38403.04015849057,46888.777602725924,27397.9641350211,0.0,1.0,0.0,1.0,0.0
30,1,1,47215.799976492715,47215.799976492715,32002.533469601676,40636.940584795324,20501.488648293962,0.0,0.0,0.0,0.0,0.0
35,1,1,40093.35844061461,39286.47128336528,27430.742972660766,33864.117154951644,13374.133521421814,0.0,1.0,0.0,1.0,0.0
40,1,1,35330.87301583114,35330.87301583114,24001.90010023585,30477.70544117647,12499.294589222616,0.0,0.0,0.0,0.0,0.0
45,1,1,31185.40879198905,30695.032259864936,21335.022313067784,26502.352557837385,9304.785261295203,0.0,1.0,0.0,1.0,0.0
50,1,1,28225.971485666105,28225.971485666105,19201.520081132076,24382.164351702784,9642.003724169956,0.0,0.0,0.0,0.0,0.0
