pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,937954.4377880184,661581.0711462451,937954.4377880184,585970.1696428572,937954.4377880184,0.0,1.0,0.0,1.0,0.0
5,1,1,222965.1340832396,220527.02360562145,187590.8873732719,195323.3900462963,184505.958697515,0.0,1.0,0.0,1.0,0.0
6,1,1,220527.02360562145,220527.02360562145,156325.7395033282,195323.3900462963,73509.00790513835,0.0,0.0,0.0,0.0,0.0
10,1,1,132316.2141501976,132316.2141501976,93795.4437327189,117194.03398809522,101250.66824196598,0.0,0.0,0.0,0.0,0.0
14,1,1,94511.58153182222,94511.58153182222,66996.74550926361,83710.02429543246,62391.85406892089,0.0,0.0,0.0,0.0,0.0
15,1,1,82697.63384696146,82697.63384696146,62530.29581157194,73246.27125186012,50106.35171274561,1.0,1.0,0.0,1.0,0.0
17,1,1,73509.00786854047,73509.00786854047,55173.79042622742,65107.79668209877,48031.81706409857,1.0,1.0,0.0,1.0,0.0
20,1,1,66158.1070750988,66158.1070750988,46897.72185483871,58597.01700892856,37421.20596119224,0.0,0.0,0.0,0.0,0.0
25,1,1,50890.85159739925,50890.85159739925,37518.17748202765,45074.62846928713,30010.287928812515,1.0,1.0,0.0,1.0,0.0
30,1,1,44105.40472112429,44105.40472112429,31265.14790578597,39064.6780026455,14316.99691215465,0.0,0.0,0.0,0.0,0.0
35,1,1,36754.50393122042,36754.50393122042,26798.698203705448,32553.898336456496,19495.84997887423,1.0,1.0,0.0,1.0,0.0
40,1,1,33079.05354001976,33079.05354001976,23448.860927419355,29298.50850446428,15236.268635717666,0.0,0.0,0.0,0.0,0.0
45,1,1,28764.39438271928,28764.39438271928,20843.431937190646,25476.96391720677,10563.418197043196,1.0,1.0,0.0,1.0,0.0
50,1,1,26463.242831620555,26463.242831620555,18759.088742857144,23438.806802380954,7470.4803208066,0.0,0.0,0.0,0.0,0.0
