instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t2.small,eu-west-1c,10,50.0,10,1,2,10.0,0.0,0.116,217721.9514,0.0116,10,187691.3374
m6g.medium,eu-west-1c,10,50.0,10,1,4,10.0,0.0,0.197,197708.9612,0.0197,10,100359.8788
c6g.large,eu-west-1b,10,50.0,10,2,2,10.0,0.0,0.343,196786.35,0.0343,10,57372.1137
c6g.2xlarge,eu-west-1b,17,50.0,17,7,7,17.0,0.0,2.3936,334536.795,0.1408,17,8221.3549
t2.small,eu-west-1c,50,50.0,50,1,2,50.0,0.0,0.58,1088609.7571,0.0116,50,37538.2675
m6g.medium,eu-west-1c,50,50.0,50,1,4,50.0,0.0,0.985,988544.8062,0.0197,50,20071.9758
c6g.large,eu-west-1b,50,50.0,50,2,2,50.0,0.0,1.715,983931.75,0.0343,50,11474.4227
c6g.xlarge,eu-west-1b,75,45.0,75,3,5,75.0,0.0,5.3325,1475897.625,0.0711,75,3690.3207
t2.small,eu-west-1c,100,50.0,100,1,2,100.0,0.0,1.16,2177219.5143,0.0116,100,18769.1337
m6g.medium,eu-west-1c,100,50.0,100,1,4,100.0,0.0,1.97,1977089.6125,0.0197,100,10035.9879
c6g.large,eu-west-1b,100,50.0,100,2,2,100.0,0.0,3.43,1967863.5,0.0343,100,5737.2114
c6g.xlarge,eu-west-1b,115,45.0,115,4,2,115.0,0.0,8.1765,2263043.025,0.0711,115,2406.7309
r6g.medium,eu-west-1b,287,15.0,287,1,6,287.0,0.0,7.3759,5632667.2019,0.0257,287,2660.8303
t2.small,eu-west-1c,400,50.0,400,1,2,400.0,0.0,4.64,8708878.0571,0.0116,400,4692.2834
m6g.medium,eu-west-1c,400,50.0,400,1,4,400.0,0.0,7.88,7908358.45,0.0197,400,2508.997
c6g.large,eu-west-1b,400,50.0,400,2,2,400.0,0.0,13.72,7871454.0,0.0343,400,1434.3028
x2gd.medium,eu-west-1b,439,50.0,439,1,9,439.0,0.0,20.5013,8688468.3354,0.0467,439,965.3778
t2.small,eu-west-1c,1000,50.0,1000,1,2,1000.0,0.0,11.6,21772195.1429,0.0116,1000,1876.9134
m6g.medium,eu-west-1c,1000,50.0,1000,1,4,1000.0,0.0,19.7,19770896.125,0.0197,1000,1003.5988
c6g.large,eu-west-1b,1000,50.0,1000,2,2,1000.0,0.0,34.3,19678635.0,0.0343,1000,573.7211
