pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0
10,1,4,482769.9397344229,0.0,482769.9397344229,0.0,482769.9397344229,0.0,482769.9397344229,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,39683.08381961421,0.0,37866.06122171946,0.0,39683.08381961421,0.0,39683.08381961421,0.0
50,1,2,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0
50,1,4,97530.28704085844,0.0,97530.28704085844,0.0,97530.28704085844,0.0,97530.28704085844,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,21232.523558740013,1.0,20862.023867156393,1.0,21232.523558740013,1.0,21232.523558740013,1.0
100,1,2,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0
100,1,4,49829.39072219294,0.0,49829.39072219294,0.0,49829.39072219294,0.0,49829.39072219294,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,11041.765795084728,1.0,11041.765795084728,1.0,11041.765795084728,1.0,11041.765795084728,1.0
287,1,6,17064.983066146735,1.0,17064.983066146735,1.0,17064.983066146735,1.0,17064.983066146735,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,12269.13895955558,0.0,12269.13895955558,0.0,12269.13895955558,0.0,12269.13895955558,0.0
400,2,2,6389.167207792208,0.0,6389.167207792208,0.0,6389.167207792208,0.0,6389.167207792208,0.0
439,1,9,9621.590550059036,2.0,9621.590550059036,2.0,9621.590550059036,2.0,9621.590550059036,2.0
1000,1,2,5061.7223336734005,0.0,5061.7223336734005,0.0,5061.7223336734005,0.0,5061.7223336734005,0.0
1000,1,4,4693.929595789055,0.0,4693.929595789055,0.0,4693.929595789055,0.0,4693.929595789055,0.0
1000,2,2,2440.907717773147,0.0,2437.22215267641,0.0,2440.907717773147,0.0,2440.907717773147,0.0
