pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,714376.4343283582,0.0,714376.4343283582,0.0,714376.4343283582,0.0,714376.4343283582,0.0
10,1,4,714376.4343283582,0.0,714376.4343283582,0.0,714376.4343283582,0.0,714376.4343283582,0.0
10,2,2,354542.3785185185,0.0,354542.3785185185,0.0,354542.3785185185,0.0,354542.3785185185,0.0
17,7,7,54131.66828771771,1.0,54131.66828771771,1.0,54131.66828771771,1.0,54131.66828771771,1.0
50,1,2,142875.28686567166,0.0,142875.28686567166,0.0,142875.28686567166,0.0,142875.28686567166,0.0
50,1,4,142875.28686567166,0.0,142875.28686567166,0.0,142875.28686567166,0.0,142875.28686567166,0.0
50,2,2,70908.4757037037,0.0,70908.4757037037,0.0,70908.4757037037,0.0,70908.4757037037,0.0
75,3,5,30509.44741203468,0.0,30509.44741203468,0.0,30509.44741203468,0.0,30509.44741203468,0.0
100,1,2,71172.07598513011,0.0,71172.07598513011,0.0,71172.07598513011,0.0,71172.07598513011,0.0
100,1,4,71172.07598513011,0.0,71172.07598513011,0.0,71172.07598513011,0.0,71172.07598513011,0.0
100,2,2,35312.98590821898,0.0,35312.98590821898,0.0,35312.98590821898,0.0,35312.98590821898,0.0
115,4,2,15198.050709681516,0.0,15198.050709681516,0.0,15198.050709681516,0.0,15198.050709681516,0.0
287,1,6,15900.794262932943,1.0,15553.136121401183,11.0,15900.794262932943,1.0,15900.794262932943,1.0
400,1,2,17622.039357902875,0.0,17622.039357902875,0.0,17622.039357902875,0.0,17622.039357902875,0.0
400,1,4,17622.039357902875,0.0,17622.039357902875,0.0,17622.039357902875,0.0,17622.039357902875,0.0
400,2,2,8729.067168806536,0.0,8729.067168806536,0.0,8729.067168806536,0.0,8729.067168806536,0.0
439,1,9,8354.587935532847,1.0,8354.587935532847,1.0,8354.587935532847,1.0,8354.587935532847,1.0
1000,1,2,6973.994419431452,0.0,6973.994419431452,0.0,6973.994419431452,0.0,6973.994419431452,0.0
1000,1,4,6973.994419431452,0.0,6973.994419431452,0.0,6973.994419431452,0.0,6973.994419431452,0.0
1000,2,2,3399.4247858634353,0.0,3398.6350618580914,0.0,3399.4247858634353,0.0,3399.4247858634353,0.0
