pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,587850.461442786,587850.461442786,267810.67486842105,267810.67486842105,0.0,0.0,0.0,0.0
10,1,4,587850.461442786,587850.461442786,146451.08237037036,146451.08237037036,0.0,0.0,0.0,0.0
10,2,2,292832.57187112764,292832.57187112764,115440.7627376426,123783.46823482108,0.0,0.0,0.0,2.0
17,7,7,42992.07795428722,30198.183566545267,21844.141455290694,20890.980286373506,0.0,10.0,0.0,1.0
50,1,2,116469.1402168556,24184.197462006858,53562.13496315789,53562.13496315789,0.0,190.0,0.0,0.0
50,1,4,116469.1402168556,24184.197462006858,29290.21648,29290.21648,0.0,190.0,0.0,0.0
50,2,2,57406.99271225556,24184.197462006858,23088.152547528516,28565.415746497165,0.0,70.0,0.0,2.0
75,3,5,24009.72088606297,20060.771264855688,5058.805510534845,10445.490143186753,0.0,21.0,0.0,9.0
100,1,2,57406.99271225556,24184.197462006858,26781.067481578946,26781.067481578946,0.0,140.0,0.0,0.0
100,1,4,57406.99271225556,24184.197462006858,14645.108240740741,14645.108240740741,0.0,140.0,0.0,0.0
100,2,2,29008.271711778063,24184.197462006858,11544.076273764258,14854.01618817853,0.0,20.0,0.0,0.0
115,4,2,11785.806629858966,8041.933090083758,3299.220985131421,6402.59318455971,0.0,38.0,0.0,1.0
287,1,6,20060.771264855684,16619.726105914622,4754.751532542064,4478.068965517242,1.0,61.0,0.0,33.0
400,1,2,14318.269896088947,12684.69594739667,6695.2668703125,6695.2668703125,0.0,52.0,0.0,0.0
400,1,4,14318.269896088947,12684.69594739667,3661.2770601851853,3661.2770601851853,0.0,52.0,0.0,0.0
400,2,2,5876.7456725154925,5554.703024155515,2886.0190684410645,3713.5040470446324,0.0,22.0,0.0,0.0
439,1,9,9508.764461902882,8351.462539049751,1610.1122376388666,2798.793103448276,0.0,39.0,0.0,9.0
1000,1,2,4504.827286614347,4347.836626852789,2678.1067481184214,2678.1067481184214,0.0,36.0,0.0,0.0
1000,1,4,3905.8726477918963,3724.363954891698,1464.510824074074,1464.510824074074,0.0,40.0,0.0,0.0
1000,2,2,1993.1773969628753,1969.854774747243,1154.4076273764258,1485.401618817853,0.0,10.0,0.0,0.0
