pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1496589.0661764706,1069520.837060703,1496589.0661764706,969881.6600985222,1106174.527173913,0.0,1.0,0.0,1.0,0.0
5,1,1,365712.18487084867,356506.9455094072,299317.81294117647,323293.88697318005,229148.5973753281,0.0,1.0,0.0,1.0,0.0
6,1,1,356506.9455094072,356506.9455094072,249431.5108251634,323293.88697318005,348345.49618453,0.0,0.0,0.0,0.0,0.0
10,1,1,213904.16728434505,213904.16728434505,149658.90654411764,193976.33211822656,114709.31644774415,0.0,0.0,0.0,0.0,0.0
14,1,1,152788.69091086916,152788.69091086916,106899.21893757502,138554.5229717503,77618.15940492255,0.0,0.0,0.0,0.0,0.0
15,1,1,133690.10455770764,133690.10455770764,99772.60434640525,121235.20758928571,74373.88790811719,1.0,1.0,0.0,1.0,0.0
17,1,1,118835.64850313572,118835.64850313572,88034.6509006717,107764.62899106002,58470.7969685287,1.0,1.0,0.0,1.0,0.0
20,1,1,106952.08364217253,106952.08364217253,74829.45325367646,96988.16608374382,34807.38465037692,0.0,0.0,0.0,0.0,0.0
25,1,1,82270.83357279241,82270.83357279241,59863.562600000005,74606.2816043373,43470.82740461611,1.0,1.0,0.0,1.0,0.0
30,1,1,71301.38910188145,71301.38910188145,49886.302173202625,64658.77738368911,26180.202899579854,0.0,0.0,0.0,0.0,0.0
35,1,1,59417.82424663749,59417.82424663749,42759.68757503001,53882.314487927986,24408.185363069624,1.0,1.0,0.0,1.0,0.0
40,1,1,53476.041825079876,53476.041825079876,37414.72662683823,48494.08304187191,19650.956679623567,0.0,0.0,0.0,0.0,0.0
45,1,1,46500.90593500305,46500.90593500305,33257.53478213507,42168.76786296293,19208.62590051007,1.0,1.0,0.0,1.0,0.0
50,1,1,42780.83345942492,42780.83345942492,29931.781302941177,38795.266431527096,17599.63665961474,0.0,0.0,0.0,0.0,0.0
