pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,345413.99491228064,24625.216016255927,329881.7445454545,329881.7445454545,0.0,182.0,0.0,0.0
10,1,4,404304.33789563726,24625.216016255927,154412.7314893617,23289.23676948852,0.0,182.0,0.0,182.0
10,2,2,195498.79589285713,24625.216016255927,112226.30144927536,23289.23676948852,0.0,86.0,0.0,86.0
17,7,7,32940.60294117647,24625.216016255923,19081.973937234972,23289.236769488518,0.0,10.0,0.0,10.0
50,1,2,69082.79899649124,24625.216016255927,65976.34891515152,65976.34891515152,0.0,142.0,0.0,0.0
50,1,4,81572.62185018984,24625.216016255927,30882.546300709222,23289.23676948852,0.0,142.0,0.0,142.0
50,2,2,38301.80491428571,24625.216016255927,22445.260289855072,23289.23676948852,0.0,46.0,0.0,46.0
75,3,5,20140.272339881536,11969.30055461291,7915.359009475251,11644.61838474426,0.0,53.0,0.0,53.0
100,1,2,33707.961673170736,24625.216016255927,32988.17445909091,32988.17445909091,0.0,92.0,0.0,0.0
100,1,4,42671.701968219575,24625.216016255927,15441.27315106383,23289.23676948852,0.0,92.0,0.0,92.0
100,2,2,23501.838371507674,11969.300554612912,11222.630144927536,11644.61838474426,0.0,92.0,0.0,92.0
115,4,2,9831.543090716203,7844.250331939189,5162.190658228123,7763.07892316284,0.0,29.0,0.0,29.0
287,1,6,15859.594342471728,11969.300554612912,5356.256244490156,11644.61838474426,1.0,97.0,0.0,97.0
400,1,2,11426.073398970271,7844.250331939189,8247.04361467803,8247.04361467803,0.0,176.0,0.0,0.0
400,1,4,11428.09611432164,7844.250331939189,3860.3182877216313,7763.07892316284,0.0,176.0,0.0,176.0
400,2,2,5544.835855951011,5130.77684900724,2805.657536231884,4657.847353897703,0.0,32.0,0.0,80.0
439,1,9,9095.194284614645,7844.250331939189,1943.2389074951839,7763.07892316284,0.0,71.0,0.0,71.0
1000,1,2,4389.655029657681,4289.7109314019135,3298.8174458939397,3298.8174458939397,0.0,24.0,0.0,0.0
1000,1,4,4389.836725026704,4289.7109314019135,1544.1273150992909,3881.53946158142,0.0,24.0,0.0,152.0
1000,2,2,2112.924816841691,1813.1000587651345,1122.2630144927537,2117.2033426807743,0.0,153.0,0.0,56.0
