instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.098,334760.0218,0.0098,10,341591.859
m7gd.medium,us-east-1f,10,20.0,10,1,4,10.0,0.0,0.118,256177.5756,0.0118,10,217099.6404
c5a.large,us-east-1f,10,5.0,10,2,2,10.0,0.0,0.251,234096.225,0.0251,10,93265.4283
c6g.2xlarge,us-east-1f,17,25.0,17,7,7,17.0,0.0,1.2155,334536.795,0.0715,17,16189.745
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.49,1673800.1091,0.0098,50,68318.3718
m7gd.medium,us-east-1f,50,20.0,50,1,4,50.0,0.0,0.59,1280887.8781,0.0118,50,43419.9281
c5a.large,us-east-1f,50,5.0,50,2,2,50.0,0.0,1.255,1170481.125,0.0251,50,18653.0857
c6g.xlarge,us-east-1d,75,25.0,75,3,5,75.0,0.0,3.7125,1475897.625,0.0495,75,5300.6424
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.98,3347600.2182,0.0098,100,34159.1859
m7gd.medium,us-east-1f,100,20.0,100,1,4,100.0,0.0,1.18,2561775.7562,0.0118,100,21709.964
c5a.large,us-east-1f,100,5.0,100,2,2,100.0,0.0,2.51,2340962.25,0.0251,100,9326.5428
c6g.xlarge,us-east-1d,115,25.0,115,4,2,115.0,0.0,5.6925,2263043.025,0.0495,115,3456.9407
r7g.medium,us-east-1c,287,50.0,287,1,6,287.0,0.0,3.9032,7323745.212,0.0136,287,6537.7834
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.92,13390400.8727,0.0098,400,8539.7965
m7gd.medium,us-east-1f,400,20.0,400,1,4,400.0,0.0,4.72,10247103.025,0.0118,400,5427.491
c5a.large,us-east-1f,400,5.0,400,2,2,400.0,0.0,10.04,9363849.0,0.0251,400,2331.6357
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,8.0337,8688468.3354,0.0183,439,2463.5597
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.8,33476002.1818,0.0098,1000,3415.9186
m7gd.medium,us-east-1f,1000,20.0,1000,1,4,1000.0,0.0,11.8,25617757.5625,0.0118,1000,2170.9964
c5a.large,us-east-1f,1000,5.0,1000,2,2,1000.0,0.0,25.1,23409622.5,0.0251,1000,932.6543
