pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,10.0,0.0,10,10.0,10.0,20.0,0.085,196885.9771,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 10, 'T3': 50.0}]"
10,1,4,16.0,6.0,1,16.0,16.0,64.0,0.3543,495591.3472,"[{'instance_type': 'm8g.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 50.0}]"
10,2,2,16.0,6.0,2,16.0,32.0,64.0,0.5136,492559.1768,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 2, 'T3': 5.0}]"
17,7,7,22.0,5.0,2,22.0,160.0,320.0,2.638,677268.8681,"[{'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,50.0,0.0,50,50.0,50.0,100.0,0.425,984429.8857,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}]"
50,1,4,64.0,14.0,4,64.0,64.0,256.0,1.4172,1982365.3888,"[{'instance_type': 'm8g.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 4, 'T3': 50.0}]"
50,2,2,88.0,38.0,6,88.0,176.0,352.0,2.8614,2709075.4724,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,78.0,3.0,7,78.0,240.0,480.0,3.922,2401225.9869,"[{'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}]"
100,1,2,100.0,0.0,100,100.0,100.0,200.0,0.855,1968859.7714,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}]"
100,1,4,112.0,12.0,7,112.0,112.0,448.0,2.4801,3469139.4304,"[{'instance_type': 'm8g.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 7, 'T3': 50.0}]"
100,2,2,120.0,20.0,7,120.0,240.0,480.0,3.922,3694193.826,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
115,4,2,116.0,1.0,9,116.0,464.0,928.0,7.8963,3571054.0318,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}]"
287,1,6,350.0,63.0,12,350.0,350.0,2800.0,9.6609,10674145.8584,"[{'instance_type': 'r8gd.large', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.2xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'r8gd.12xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8gd.xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 4, 'T3': 5.0}]"
400,1,2,400.0,0.0,230,400.0,400.0,800.0,5.0122,9982583.0425,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az1', 'num_instances': 24, 'T3': 50.0}]"
400,1,4,400.0,0.0,25,400.0,400.0,1600.0,8.8575,12389783.68,"[{'instance_type': 'm8g.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 25, 'T3': 50.0}]"
400,2,2,408.0,8.0,16,408.0,816.0,1632.0,14.4396,12526336.7724,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.8xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.24xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 5.0}]"
439,1,9,483.0,44.0,14,483.0,552.0,4416.0,15.353,14702893.3492,"[{'instance_type': 'r8gd.2xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'r8gd.12xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'r8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r6a.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 2, 'T3': 5.0}]"
1000,1,2,1000.0,0.0,545,1000.0,1000.0,2000.0,13.5149,25010396.5138,"[{'instance_type': 't4g.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't4g.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 't2.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't3.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't3.small', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 't3a.small', 'availability_zone': 'euw1-az1', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't3.small', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 't3a.small', 'availability_zone': 'euw1-az3', 'num_instances': 36, 'T3': 50.0}]"
1000,1,4,1184.0,184.0,52,1184.0,1184.0,4736.0,26.1574,36586429.4144,"[{'instance_type': 'm8g.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'm6a.48xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 2, 'T3': 30.0}]"
1000,2,2,1024.0,24.0,84,1024.0,2048.0,4096.0,37.69,31377921.7004,"[{'instance_type': 'c8gd.4xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.8xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.48xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.metal-24xl', 'availability_zone': 'euw1-az3', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.8xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8gd.24xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 5, 'T3': 5.0}, {'instance_type': 'c8g.metal-48xl', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c8gd.2xlarge', 'availability_zone': 'euw1-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'c6a.2xlarge', 'availability_zone': 'euw1-az2', 'num_instances': 50, 'T3': 50.0}, {'instance_type': 'c8g.12xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'c6a.16xlarge', 'availability_zone': 'euw1-az1', 'num_instances': 2, 'T3': 5.0}]"
