pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1474899.3695652175,1056025.3059936909,1474899.3695652175,933108.895734597,1474899.3695652175,0.0,1.0,0.0,1.0,0.0
5,1,1,353957.1503571428,352008.4351559762,294979.8736231884,311036.29884149553,361682.5791324736,0.0,1.0,0.0,1.0,0.0
6,1,1,352008.4351559762,352008.4351559762,245816.56139291465,311036.29884149553,216253.24402454784,0.0,0.0,0.0,0.0,0.0
10,1,1,211205.0610725552,211205.0610725552,147489.93688405797,186621.77924170616,130999.58552060736,0.0,0.0,0.0,0.0,0.0
14,1,1,150860.7579025301,150860.7579025301,105349.95489500149,133301.2709159493,102316.77419157651,0.0,0.0,0.0,0.0,0.0
15,1,1,132003.16317527601,132003.16317527601,98326.62457326893,116638.61204087677,78622.64016309888,1.0,1.0,0.0,1.0,0.0
17,1,1,117336.14505199205,117336.14505199205,86758.78639486484,103678.76628049852,72130.65345710106,1.0,1.0,0.0,1.0,0.0
20,1,1,105602.5305362776,105602.5305362776,73744.96842391304,93310.88964454977,71641.5264556962,0.0,0.0,0.0,0.0,0.0
25,1,1,81232.71579900321,81232.71579900321,58995.97473623189,71777.6074202866,37161.84349548756,1.0,1.0,0.0,1.0,0.0
30,1,1,70401.68703119524,70401.68703119524,49163.312286634464,62207.25975776724,31495.161880912627,0.0,0.0,0.0,0.0,0.0
35,1,1,58668.07252112786,58668.07252112786,42139.98195800059,51839.38313293546,17604.406152241918,1.0,1.0,0.0,1.0,0.0
40,1,1,52801.26527208202,52801.26527208202,36872.48421195652,46655.44482227488,19441.48082242612,0.0,0.0,0.0,0.0,0.0
45,1,1,45914.14371500302,45914.14371500302,32775.54152442297,40569.952019817414,18908.384015547832,1.0,1.0,0.0,1.0,0.0
50,1,1,42241.0122170347,42241.0122170347,29497.987371014493,37324.35585592417,13562.599848334981,0.0,0.0,0.0,0.0,0.0
