pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1330301.392156863,1072948.7884615385,1330301.392156863,924347.3098591549,1330301.392156863,0.0,1.0,0.0,1.0,0.0
5,1,1,357649.5959757835,357649.5959757835,266060.27816993464,308115.77021387586,383248.7453416149,1.0,1.0,0.0,1.0,0.0
6,1,1,357649.5959757835,357649.5959757835,221716.89851125632,308115.77021387586,187886.95794066318,0.0,0.0,0.0,0.0,0.0
10,1,1,214589.75756410256,214589.75756410256,133030.1391503268,184869.4620657277,179892.26822157434,0.0,0.0,0.0,0.0,0.0
14,1,1,153278.39825353216,153278.39825353216,95021.52794451114,132049.61578997795,70664.97073856376,0.0,0.0,0.0,0.0,0.0
15,1,1,134118.59848257212,134118.59848257212,88686.75941902686,115543.41380575117,92369.26338925738,1.0,1.0,0.0,1.0,0.0
17,1,1,119216.53199192781,119216.53199192781,78253.02302281928,102705.25673795861,60023.66870104983,1.0,1.0,0.0,1.0,0.0
20,1,1,107294.87878205128,107294.87878205128,66515.06955882352,92434.73105633803,46129.67105263158,0.0,0.0,0.0,0.0,0.0
25,1,1,82534.52214193597,82534.52214193597,53212.055644444445,71103.63927549518,33072.28247729918,1.0,1.0,0.0,1.0,0.0
30,1,1,71529.91919515669,71529.91919515669,44343.37970951343,61623.154032342194,25911.289323121237,0.0,0.0,0.0,0.0,0.0
35,1,1,59608.265991017724,59608.265991017724,38008.61117780446,51352.62836173419,23618.08564473501,1.0,1.0,0.0,1.0,0.0
40,1,1,53647.43939503205,53647.43939503205,33257.53477941176,46217.365528169015,17427.570983606554,0.0,0.0,0.0,0.0,0.0
45,1,1,46649.947300179345,46649.947300179345,29562.25313967562,40189.013503199414,14202.460702634879,1.0,1.0,0.0,1.0,0.0
50,1,1,42917.951515384615,42917.951515384615,26606.0278248366,36973.89242065728,15049.119568756874,0.0,0.0,0.0,0.0,0.0
