alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,0.893324,333163,372947.8666195021,17,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D8plds_v5_US East_2': 1, 'D8plds_v5_US East_3': 1, 'D8pls_v5_US East_1': 1, 'D8pls_v5_US East_2': 1, 'D8pls_v5_US East_3': 1}"
0.01,0.893324,333163,372947.8666195021,17,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D8plds_v5_US East_2': 1, 'D8plds_v5_US East_3': 1, 'D8pls_v5_US East_1': 1, 'D8pls_v5_US East_2': 1, 'D8pls_v5_US East_3': 1}"
0.02,0.893324,333163,372947.8666195021,17,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D8plds_v5_US East_2': 1, 'D8plds_v5_US East_3': 1, 'D8pls_v5_US East_1': 1, 'D8pls_v5_US East_2': 1, 'D8pls_v5_US East_3': 1}"
0.03,0.893324,333163,372947.8666195021,17,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D8plds_v5_US East_2': 1, 'D8plds_v5_US East_3': 1, 'D8pls_v5_US East_1': 1, 'D8pls_v5_US East_2': 1, 'D8pls_v5_US East_3': 1}"
0.04,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
0.05,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
0.06,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
0.07,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
0.08,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
0.09,0.9064319999999999,445270,491234.6320518253,17,0,"{'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D64als_v6_US East_1': 1}"
