alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,1.6879399999999998,1868442,1106936.5498773654,75,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32plds_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D4pls_v5_US East_3': 1, 'D96als_v6_US East_2': 1}"
0.01,1.6879399999999998,1868442,1106936.5498773654,75,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32plds_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D4pls_v5_US East_3': 1, 'D96als_v6_US East_2': 1}"
0.02,1.6879399999999998,1868442,1106936.5498773654,75,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32plds_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D4pls_v5_US East_3': 1, 'D96als_v6_US East_2': 1}"
0.03,1.68794,1868442,1106936.5498773654,75,0,"{'D16plds_v5_US East_1': 1, 'D16plds_v5_US East_2': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32plds_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D4pls_v5_US East_3': 1, 'D8pls_v5_US East_3': 1, 'D96als_v6_US East_2': 1}"
0.04,1.700501,2067744,1215962.072353971,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D8pls_v5_US East_3': 1, 'D96als_v6_US East_2': 1}"
0.05,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.06,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.07,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.08,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.09,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.1,1.700501,2067744,1215962.0723539707,75,0,"{'D16plds_v5_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.11,1.7130619999999999,2130026,1243403.1401081807,75,0,"{'D16als_v6_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.12,1.7130619999999999,2130026,1243403.1401081807,75,0,"{'D16als_v6_US East_1': 1, 'D16pls_v5_US East_1': 1, 'D16pls_v5_US East_2': 1, 'D32pls_v5_US East_2': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_1': 1, 'D4pls_v5_US East_2': 1, 'D96als_v6_US East_2': 1}"
0.13,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.14,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.15,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.16,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.17,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.18,1.764616,2329328,1320020.2820330313,75,0,"{'D16pls_v5_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.19,1.7901129999999998,2391610,1336011.1121476688,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.2,1.7901129999999998,2391610,1336011.1121476688,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.21,1.7901129999999998,2391610,1336011.1121476688,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.22,1.7901129999999998,2391610,1336011.1121476688,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4pls_v5_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.23,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.24,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.25,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.26,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.27,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.28,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.29,1.7965360000000001,2404067,1338168.1469227446,75,0,"{'D16als_v6_US East_1': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.3,1.891008,2532284,1339118.6975412054,79,4,"{'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D48als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.31,2.39512,3173368,1324931.0138949195,99,24,"{'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D48als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1}"
0.32,3.249288,4199104,1292315.156428116,131,56,"{'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D48als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D96als_v6_US East_2': 1, 'D96as_v6_US East_1': 1}"
0.33,3.818864,4872242,1275835.6830722434,152,77,"{'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D48als_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D64as_v6_US East_3': 1, 'D96als_v6_US East_2': 1, 'D96as_v6_US East_1': 1}"
0.34,6.665113,8045611,1207123.0795336855,251,176,"{'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D16as_v6_US East_1': 1, 'D16as_v6_US East_2': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D32as_v6_US East_1': 1, 'D32as_v6_US East_2': 1, 'D48alds_v6_US East_3': 1, 'D48als_v6_US East_3': 1, 'D64alds_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D64as_v6_US East_3': 1, 'D96alds_v6_US East_2': 1, 'D96als_v6_US East_2': 1, 'D96as_v6_US East_1': 1}"
0.35000000000000003,7.584596999999999,9007238,1187569.8379228327,281,206,"{'D16alds_v6_US East_1': 1, 'D16alds_v6_US East_2': 1, 'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D16as_v6_US East_1': 1, 'D16as_v6_US East_2': 1, 'D32alds_v6_US East_2': 1, 'D32alds_v6_US East_3': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D32as_v6_US East_1': 1, 'D32as_v6_US East_2': 1, 'D48alds_v6_US East_3': 1, 'D48als_v6_US East_3': 1, 'D64alds_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D64as_v6_US East_3': 1, 'D96alds_v6_US East_2': 1, 'D96als_v6_US East_2': 1, 'D96as_v6_US East_1': 1}"
0.36,7.7739329999999995,9199564,1183386.0685447122,287,212,"{'D16alds_v6_US East_1': 1, 'D16alds_v6_US East_2': 1, 'D16als_v6_US East_1': 1, 'D16als_v6_US East_3': 1, 'D16as_v6_US East_1': 1, 'D16as_v6_US East_2': 1, 'D32alds_v6_US East_2': 1, 'D32alds_v6_US East_3': 1, 'D32als_v6_US East_1': 1, 'D32als_v6_US East_2': 1, 'D32as_v6_US East_1': 1, 'D32as_v6_US East_2': 1, 'D48alds_v6_US East_3': 1, 'D48als_v6_US East_3': 1, 'D4als_v6_US East_1': 1, 'D4als_v6_US East_3': 1, 'D64alds_v6_US East_3': 1, 'D64als_v6_US East_1': 1, 'D64as_v6_US East_3': 1, 'D8als_v6_US East_1': 1, 'D8als_v6_US East_3': 1, 'D96alds_v6_US East_2': 1, 'D96als_v6_US East_2': 1, 'D96as_v6_US East_1': 1}"
