pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0
10,1,4,297910.60692307696,0.0,297910.60692307696,0.0,297910.60692307696,0.0,297910.60692307696,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0
50,1,4,61602.343304951115,0.0,61602.343304951115,0.0,61602.343304951115,0.0,61602.343304951115,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0
100,1,4,36803.12251154201,0.0,36803.12251154201,0.0,36803.12251154201,0.0,36803.12251154201,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10928.932022659115,1.0,10928.932022659115,1.0,10928.932022659115,1.0,10928.932022659115,1.0
287,1,6,12626.866833845006,1.0,12626.866833845006,1.0,12626.866833845006,1.0,12626.866833845006,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9729.361506116207,0.0,9729.361506116207,0.0,9729.361506116207,0.0,9729.361506116207,0.0
400,2,2,6159.197183098591,0.0,6159.197183098591,0.0,6159.197183098591,0.0,6159.197183098591,0.0
439,1,9,6691.768711299058,11.0,6691.768711299058,11.0,6691.768711299058,11.0,6691.768711299058,11.0
1000,1,2,4856.493943990722,0.0,4856.493943990722,0.0,4856.493943990722,0.0,4856.493943990722,0.0
1000,1,4,3516.9534376356696,0.0,3516.9534376356696,0.0,3516.9534376356696,0.0,3516.9534376356696,0.0
1000,2,2,2305.367895644028,0.0,2305.367895644028,0.0,2305.367895644028,0.0,2305.367895644028,0.0
