pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,695686.3531976745,0.0,695686.3531976745,0.0,695686.3531976745,0.0,695686.3531976745,0.0
10,1,4,695686.3531976745,0.0,695686.3531976745,0.0,695686.3531976745,0.0,695686.3531976745,0.0
10,2,2,349366.5773722628,0.0,349366.5773722628,0.0,349366.5773722628,0.0,349366.5773722628,0.0
17,7,7,51539.44222794117,0.0,51539.44222794117,0.0,51539.44222794117,0.0,51539.44222794117,0.0
50,1,2,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0
50,1,4,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0
50,2,2,68768.99583333335,0.0,68768.99583333335,0.0,68768.99583333335,0.0,68768.99583333335,0.0
75,3,5,29587.20473511776,0.0,29587.20473511776,0.0,29587.20473511776,0.0,29587.20473511776,0.0
100,1,2,68967.17737752163,0.0,68967.17737752163,0.0,68967.17737752163,0.0,68967.17737752163,0.0
100,1,4,68967.17737752163,0.0,68967.17737752163,0.0,68967.17737752163,0.0,68967.17737752163,0.0
100,2,2,34153.86121021836,0.0,34153.86121021836,0.0,34153.86121021836,0.0,34153.86121021836,0.0
115,4,2,14699.555019808973,0.0,14699.555019808973,0.0,14699.555019808973,0.0,14699.555019808973,0.0
287,1,6,15436.51346130247,1.0,15436.51346130247,1.0,15436.51346130247,1.0,15436.51346130247,1.0
400,1,2,17022.876231461392,0.0,17022.876231461392,0.0,17022.876231461392,0.0,17022.876231461392,0.0
400,1,4,17022.876231461392,0.0,17022.876231461392,0.0,17022.876231461392,0.0,17022.876231461392,0.0
400,2,2,8337.523490166705,0.0,8337.523490166705,0.0,8337.523490166705,0.0,8337.523490166705,0.0
439,1,9,7993.797273548196,1.0,7993.797273548196,1.0,7993.797273548196,1.0,7993.797273548196,1.0
1000,1,2,6643.14856555955,0.0,6643.14856555955,0.0,6643.14856555955,0.0,6643.14856555955,0.0
1000,1,4,6643.14856555955,0.0,6643.14856555955,0.0,6643.14856555955,0.0,6643.14856555955,0.0
1000,2,2,3060.037704482718,0.0,3060.037704482718,0.0,3060.037704482718,0.0,3060.037704482718,0.0
