instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-west-2d,1,50.0,1,1,1,1.0,0.0,0.0144,20353.6113,0.0144,1,1413445.2282
t3.medium,us-west-2d,5,50.0,5,1,1,5.0,0.0,0.072,101768.0564,0.0144,5,282689.0456
t3.medium,us-west-2d,6,50.0,6,1,1,6.0,0.0,0.0864,122121.6677,0.0144,6,235574.2047
t3.medium,us-west-2d,10,50.0,10,1,1,10.0,0.0,0.144,203536.1129,0.0144,10,141344.5228
t3.medium,us-west-2d,14,50.0,14,1,1,14.0,0.0,0.2016,284950.558,0.0144,14,100960.3734
t3.medium,us-west-2d,15,50.0,15,1,1,15.0,0.0,0.216,305304.1693,0.0144,15,94229.6819
t3.medium,us-west-2d,17,50.0,17,1,1,17.0,0.0,0.2448,346011.3919,0.0144,17,83143.837
t3.medium,us-west-2d,20,50.0,20,1,1,20.0,0.0,0.288,407072.2257,0.0144,20,70672.2614
t3.medium,us-west-2d,25,50.0,25,1,1,25.0,0.0,0.36,508840.2821,0.0144,25,56537.8091
t3.medium,us-west-2d,30,50.0,30,1,1,30.0,0.0,0.432,610608.3386,0.0144,30,47114.8409
t3.medium,us-west-2d,35,50.0,35,1,1,35.0,0.0,0.504,712376.395,0.0144,35,40384.1494
t3.medium,us-west-2d,40,50.0,40,1,1,40.0,0.0,0.576,814144.4514,0.0144,40,35336.1307
t3.medium,us-west-2d,45,50.0,45,1,1,45.0,0.0,0.648,915912.5079,0.0144,45,31409.894
t3.medium,us-west-2d,50,50.0,50,1,1,50.0,0.0,0.72,1017680.5643,0.0144,50,28268.9046
