pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1496589.0661764706,468195.8346153847,1496589.0661764706,816954.2614107883,1017680.5650000001,0.0,3.0,0.0,1.0,0.0
5,1,1,320737.8708737864,234097.91739510492,299317.81294117647,272318.0873674504,292986.9325735993,0.0,3.0,0.0,1.0,0.0
6,1,1,272318.0873674504,234097.91739510492,249431.5108251634,272318.0873674504,260070.34748287164,0.0,2.0,0.0,0.0,0.0
10,1,1,163390.8523651452,156065.27824397827,149658.90654411764,163390.8523651452,115393.64861763171,0.0,2.0,0.0,0.0,0.0
14,1,1,116707.75171479382,117048.95867569931,106899.21893757502,116707.75171479382,91265.00049073064,0.0,2.0,0.0,0.0,0.0
15,1,1,108244.27840555862,117048.95867569931,99772.60434640525,102119.28274118257,48383.5573928259,0.0,1.0,0.0,1.0,0.0
17,1,1,95580.0201493388,93639.16693706294,88034.6509006717,90772.69578915014,63415.413604057285,0.0,3.0,0.0,1.0,0.0
20,1,1,81695.4262033195,93639.16693706294,74829.45325367646,81695.4262033195,35734.328955853176,0.0,0.0,0.0,0.0,0.0
25,1,1,65109.63756935271,66885.11924504068,59863.562600000005,62842.63554224262,46986.659302767795,0.0,3.0,0.0,1.0,0.0
30,1,1,54463.61746426926,58524.479337849654,49886.302173202625,54463.61746426926,30947.94215635292,0.0,2.0,0.0,0.0,0.0
35,1,1,46557.04725456447,52021.759410342755,42759.68757503001,45386.34788817171,23878.159492045077,0.0,1.0,0.0,1.0,0.0
40,1,1,40847.71310165975,46819.583472027974,37414.72662683823,40847.71310165975,18187.429231885886,0.0,0.0,0.0,0.0,0.0
45,1,1,36232.76166482776,40660.758147223,33257.53478213507,35519.750523574585,14575.149083873903,0.0,1.0,0.0,1.0,0.0
50,1,1,32678.17047966805,37382.47033165829,29931.781302941177,32678.17047966805,11747.31466571545,0.0,0.0,0.0,0.0,0.0
