pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1464288.582733813,526352.2354559748,1464288.582733813,911509.1527777776,1054591.2590673575,0.0,3.0,0.0,1.0,0.0
5,1,1,398084.18064516125,263176.1178262579,292857.7162589928,303836.38451646094,224147.92195121956,0.0,3.0,0.0,1.0,0.0
6,1,1,350167.3868549512,263176.1178262579,244048.09692246205,303836.38451646094,295202.84112286894,0.0,2.0,0.0,0.0,0.0
10,1,1,210276.39560301506,175450.74519566738,146428.85820143885,182301.8306481481,150600.52100997505,0.0,2.0,0.0,0.0,0.0
14,1,1,150251.35627725057,131588.0588885613,104592.04155043312,130215.5933484505,89799.52264524391,0.0,2.0,0.0,0.0,0.0
15,1,1,135938.38058624245,131588.0588885613,97619.23878497203,113938.64416956017,86088.15347878788,0.0,1.0,0.0,1.0,0.0
17,1,1,121893.76382890092,105270.44710691823,86134.62246396653,101278.79483882032,47176.63379814077,0.0,3.0,0.0,1.0,0.0
20,1,1,105270.44710691823,105270.44710691823,73214.42908273381,91150.91534722221,64681.17672514619,0.0,0.0,0.0,0.0,0.0
25,1,1,83315.06079393173,75193.17650975485,58571.54326330935,70116.0887300022,31841.616955839498,0.0,3.0,0.0,1.0,0.0
30,1,1,70150.88470941603,65794.02944428065,48809.61939248601,60767.27689300411,30718.974242945627,0.0,2.0,0.0,0.0,0.0
35,1,1,59366.57182226188,58483.58172703626,41836.81662017325,50639.397412265665,24692.751491194955,0.0,1.0,0.0,1.0,0.0
40,1,1,52635.22355738994,52635.22355738994,36607.214541366906,45575.457673611105,23458.424699431893,0.0,0.0,0.0,0.0,0.0
45,1,1,46509.311136027405,43862.68629618711,32539.746261657343,39630.832760099416,15686.130336369732,0.0,3.0,0.0,1.0,0.0
50,1,1,42097.588257042255,40488.63350591716,29285.77163453237,36460.36613703704,13503.683581533063,0.0,2.0,0.0,0.0,0.0
