pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1366014.1812080536,849644.725888325,1366014.1812080536,751473.1946564885,1012617.4776119404,0.0,1.0,0.0,1.0,0.0
5,1,1,294526.0092124814,283214.90848843765,273202.83597315435,250491.06509754027,176553.31769464107,0.0,1.0,0.0,1.0,0.0
6,1,1,250491.06509754027,283214.90848843765,227669.03001491426,250491.06509754027,252182.59864240326,0.0,0.0,0.0,0.0,0.0
10,1,1,150294.63900763358,169928.94507614212,136601.41805369128,150294.63900763358,77090.26486756622,0.0,0.0,0.0,0.0,0.0
14,1,1,107353.31360024927,121377.81790635036,97572.44144637721,107353.31360024927,67689.82345061167,0.0,0.0,0.0,0.0,0.0
15,1,1,99510.49900823669,106205.59067655457,91067.61202087994,93934.14939169846,63801.97690689694,0.0,1.0,0.0,1.0,0.0
17,1,1,87874.01407048342,94404.96949614587,80353.77531873387,83497.02169918008,49519.965063325944,0.0,1.0,0.0,1.0,0.0
20,1,1,75147.31952290075,84964.47253807106,68300.70901006712,75147.31952290075,44201.34840677121,0.0,0.0,0.0,0.0,0.0
25,1,1,59870.022034618894,65357.28656924879,54640.56720536913,57805.63040336058,38611.73642321357,0.0,1.0,0.0,1.0,0.0
30,1,1,50098.21301102629,56642.98169768754,45533.80601043997,50098.21301102629,24140.298401265893,0.0,0.0,0.0,0.0,0.0
35,1,1,42814.68195276373,47202.484744156165,39028.976578550886,41748.51084369993,25643.5007455227,0.0,1.0,0.0,1.0,0.0
40,1,1,37573.65976145038,42482.236272208116,34150.35450503356,37573.65976145038,16435.98977844605,0.0,0.0,0.0,0.0,0.0
45,1,1,33322.13054850893,35252.74029196504,30355.870673626647,32672.747619013262,11220.776141116567,0.0,3.0,0.0,1.0,0.0
50,1,1,30058.927807633587,32488.35615556319,27320.283605369128,30058.927807633587,11749.076869154278,0.0,2.0,0.0,0.0,0.0
