pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1339053.375,1090423.5244299674,1339053.375,882896.7578475336,1339053.375,0.0,1.0,0.0,1.0,0.0
5,1,1,331464.8899665552,363474.5079623598,267810.6747368421,294298.91953163926,227951.99895561358,0.0,1.0,0.0,1.0,0.0
6,1,1,294298.91953163926,363474.5079623598,223175.56231725146,294298.91953163926,158506.92737835873,0.0,0.0,0.0,0.0,0.0
10,1,1,176579.35165919282,218084.70475570034,133905.33743421052,176579.35165919282,118849.71189349111,0.0,0.0,0.0,0.0,0.0
14,1,1,126128.1083554498,155774.7891045669,95646.66957572504,126128.1083554498,106054.53445149591,0.0,0.0,0.0,0.0,0.0
15,1,1,115195.16610235455,136302.94047740227,89270.22494152047,110362.09480100896,60046.04353963083,0.0,1.0,0.0,1.0,0.0
17,1,1,125399.14430710935,121158.16932078658,78767.84554270624,98099.63984387976,63211.26887536624,0.0,1.0,0.0,1.0,0.0
20,1,1,109042.35237785017,109042.35237785017,66952.6687006579,88289.67585201793,55989.74715180436,0.0,0.0,0.0,0.0,0.0
25,1,1,83819.8523227917,81668.70500309645,53562.13495789474,67915.13527210975,37922.69440038453,0.0,1.0,0.0,1.0,0.0
30,1,1,69960.29714385232,69960.29714385232,44635.112470760236,58859.78389636273,23753.22606440185,0.0,0.0,0.0,0.0,0.0
35,1,1,57675.339619485676,57578.263124450554,38258.66783029001,49049.81991501966,16737.22171372013,0.0,1.0,0.0,1.0,0.0
40,1,1,51501.54181923077,51501.54181923077,33476.33435032895,44144.837926008964,17420.357493160056,0.0,0.0,0.0,0.0,0.0
45,1,1,44462.74695525129,44462.74695525129,29756.741647173487,38386.815588257734,13743.564326041442,1.0,1.0,0.0,1.0,0.0
50,1,1,40749.850495435174,40749.850495435174,26781.067481578946,35315.870339013454,14240.962942060085,0.0,0.0,0.0,0.0,0.0
