pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0
10,1,4,504409.5741728922,0.0,504409.5741728922,0.0,504409.5741728922,0.0,504409.5741728922,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,41027.06440519456,0.0,37705.75780800919,0.0,41027.06440519456,0.0,41027.06440519456,0.0
50,1,2,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0
50,1,4,101444.89611504615,0.0,101444.89611504615,0.0,101444.89611504615,0.0,101444.89611504615,0.0
50,2,2,50062.42569164229,2.0,49307.5294412428,2.0,50062.42569164229,2.0,50062.42569164229,2.0
75,3,5,21763.449230880175,1.0,18833.031869078382,0.0,21763.449230880175,1.0,21763.449230880175,1.0
100,1,2,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0
100,1,4,52046.225195463056,0.0,52046.225195463056,0.0,52046.225195463056,0.0,52046.225195463056,0.0
100,2,2,25918.601061333753,0.0,25639.915309446253,0.0,25918.601061333753,0.0,25918.601061333753,0.0
115,4,2,11118.509828915256,1.0,11031.86175580222,1.0,11118.509828915256,1.0,11118.509828915256,1.0
287,1,6,17792.191349194396,1.0,17792.191349194396,1.0,17792.191349194396,1.0,17792.191349194396,1.0
400,1,2,12906.814440518257,0.0,12819.957654723126,0.0,12906.814440518257,0.0,12906.814440518257,0.0
400,1,4,12765.896091618722,0.0,12765.896091618722,0.0,12765.896091618722,0.0,12765.896091618722,0.0
400,2,2,6407.486496460226,0.0,6368.4902912621355,0.0,6407.486496460226,0.0,6407.486496460226,0.0
439,1,9,10031.237180575601,2.0,10031.237180575601,2.0,10031.237180575601,2.0,10031.237180575601,2.0
1000,1,2,5111.634721662694,0.0,5039.343149807939,0.0,5111.634721662694,0.0,5111.634721662694,0.0
1000,1,4,4900.074346320526,0.0,4900.074346320526,0.0,4900.074346320526,0.0,4900.074346320526,0.0
1000,2,2,2485.397974737544,0.0,2485.248451597763,0.0,2485.397974737544,0.0,2485.397974737544,0.0
