pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,916829.3378378379,706244.7721518988,916829.3378378379,594821.6827794561,916829.3378378379,0.0,1.0,0.0,1.0,0.0
5,1,1,263688.23931623925,235414.9239334271,183365.86738738738,198273.89442766027,160650.7883650953,0.0,1.0,0.0,1.0,0.0
6,1,1,235414.9239334271,235414.9239334271,152804.8895145145,198273.89442766027,78471.64135021098,0.0,0.0,0.0,0.0,0.0
10,1,1,141248.95434599154,141248.95434599154,91682.93373873873,118964.33661631419,124051.16204262163,0.0,0.0,0.0,0.0,0.0
14,1,1,99571.69000169967,99571.69000169967,65487.80979959551,84974.52617300698,66126.74261219976,0.0,0.0,0.0,0.0,0.0
15,1,1,88889.16697398073,86770.35298405909,61121.95581581582,74352.71039463747,48969.60297391452,0.0,1.0,0.0,1.0,0.0
17,1,1,77651.19688243498,76885.62743071505,53931.13748869977,66091.29814255344,33153.52799813345,0.0,1.0,0.0,1.0,0.0
20,1,1,69022.68490721649,69022.68490721649,45841.466858108106,59482.168323262835,30826.862509992006,0.0,0.0,0.0,0.0,0.0
25,1,1,52817.92707600068,52817.92707600068,36673.17348468468,45755.5140957114,16563.911266403164,1.0,1.0,0.0,1.0,0.0
30,1,1,45669.85291041383,45669.85291041383,30560.97790790791,39654.7788788184,19643.070979504588,0.0,0.0,0.0,0.0,0.0
35,1,1,37963.25944721655,37963.25944721655,26195.123919838206,33045.64906661445,15150.653462217677,1.0,1.0,0.0,1.0,0.0
40,1,1,34124.365119775735,34124.365119775735,22920.733429054053,29741.084161631417,12065.834117396249,0.0,0.0,0.0,0.0,0.0
45,1,1,29630.024944776687,29630.024944776687,20373.985271938604,25861.81231474766,11850.290821336133,1.0,1.0,0.0,1.0,0.0
50,1,1,27238.406982912937,27238.406982912937,18336.58674414414,23792.867328096676,7679.397860249348,0.0,0.0,0.0,0.0,0.0
