pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0
10,1,4,481785.69928644237,0.0,481785.69928644237,0.0,481785.69928644237,0.0,481785.69928644237,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,39573.14569059761,0.0,37866.06122171946,0.0,37866.06122171946,0.0,39573.14569059761,0.0
50,1,2,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0
50,1,4,94658.8766272782,0.0,85158.06321911892,0.0,94658.8766272782,0.0,94658.8766272782,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,21153.73320743578,1.0,21153.73320743578,1.0,21153.73320743578,1.0,21153.73320743578,1.0
100,1,2,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0
100,1,4,50360.3378795951,0.0,50360.3378795951,0.0,50360.3378795951,0.0,50360.3378795951,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,11041.765795084728,1.0,11041.765795084728,1.0,11041.765795084728,1.0,11041.765795084728,1.0
287,1,6,17275.815885664157,1.0,17275.815885664157,1.0,17275.815885664157,1.0,17275.815885664157,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,12321.595781844726,0.0,12321.595781844726,0.0,12321.595781844726,0.0,12321.595781844726,0.0
400,2,2,6389.167207792208,0.0,6389.167207792208,0.0,6389.167207792208,0.0,6389.167207792208,0.0
439,1,9,9629.988540876282,2.0,9478.409100976305,1.0,9629.988540876282,2.0,9629.988540876282,2.0
1000,1,2,5070.9194034840675,0.0,5070.9194034840675,0.0,5070.9194034840675,0.0,5070.9194034840675,0.0
1000,1,4,4692.019050739097,0.0,4692.019050739097,0.0,4692.019050739097,0.0,4692.019050739097,0.0
1000,2,2,2453.029244089321,0.0,2453.029244089321,0.0,2453.029244089321,0.0,2453.029244089321,0.0
