pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1433352.908450704,984588.3,1433352.908450704,984429.8849999999,1433352.908450704,0.0,1.0,0.0,1.0,0.0
5,1,1,365712.18487084867,328196.09983660135,286670.58140845073,328143.29527777777,359994.4457409568,0.0,1.0,0.0,1.0,0.0
6,1,1,328143.29527777777,328196.09983660135,238892.15121283257,328143.29527777777,184600.86917009603,0.0,0.0,0.0,0.0,0.0
10,1,1,196885.9771,196917.65988235292,143335.2907746479,196885.9771,131126.0369887374,0.0,0.0,0.0,0.0,0.0
14,1,1,140632.84081632653,140655.47133853543,102382.35053176201,140632.84081632653,72194.63111177525,0.0,0.0,0.0,0.0,0.0
15,1,1,127969.72732382188,123073.53743106616,95556.86050078248,123053.73570312498,81198.9051190946,0.0,1.0,0.0,1.0,0.0
17,1,1,113247.50952252313,109398.69994553376,84314.87691895317,109381.09842592594,49270.46497919556,0.0,1.0,0.0,1.0,0.0
20,1,1,98442.988575,98458.82994117646,71667.64536971832,98442.988575,47319.25917985612,0.0,0.0,0.0,0.0,0.0
25,1,1,77557.82162077105,75737.561494953,57334.11629295775,75725.37582840236,30331.459654138805,0.0,1.0,0.0,1.0,0.0
30,1,1,65628.65904444444,65639.21996732026,47778.43025039124,65628.65904444444,23985.386763766448,0.0,0.0,0.0,0.0,0.0
35,1,1,55639.74619666048,54699.34996822804,40952.9402127048,54690.54920524691,18302.58505537188,0.0,1.0,0.0,1.0,0.0
40,1,1,49221.4942875,49229.4149742647,35833.82268485916,49221.4942875,13388.505363001,0.0,0.0,0.0,0.0,0.0
45,1,1,43380.39584617643,42808.186934282225,31852.286833594157,42801.299380907374,11672.752100074325,0.0,1.0,0.0,1.0,0.0
50,1,1,39377.195428,39383.53197882353,28667.058149295775,39377.195428,15023.161472271126,0.0,0.0,0.0,0.0,0.0
