instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c7a.medium,us-east-1f,10,50.0,10,1,2,10.0,0.0,0.093,334760.0218,0.0093,10,359957.0127
t2.medium,us-east-1c,10,50.0,10,1,4,10.0,0.0,0.11,217721.9514,0.011,10,197929.0468
c7i-flex.large,us-east-1f,10,5.0,10,2,2,10.0,0.0,0.252,310479.9571,0.0252,10,123206.3322
c8g.2xlarge,us-east-1b,17,20.0,17,7,7,17.0,0.0,1.2597,523344.1254,0.0741,17,24438.3175
c7a.medium,us-east-1f,50,50.0,50,1,2,50.0,0.0,0.465,1673800.1091,0.0093,50,71991.4025
t2.medium,us-east-1c,50,50.0,50,1,4,50.0,0.0,0.55,1088609.7571,0.011,50,39585.8094
c7i-flex.large,us-east-1f,50,5.0,50,2,2,50.0,0.0,1.26,1552399.7857,0.0252,50,24641.2664
c6g.xlarge,us-east-1c,75,50.0,75,3,5,75.0,0.0,3.78,1475897.625,0.0504,75,5205.9881
c7a.medium,us-east-1f,100,50.0,100,1,2,100.0,0.0,0.93,3347600.2182,0.0093,100,35995.7013
t2.medium,us-east-1c,100,50.0,100,1,4,100.0,0.0,1.1,2177219.5143,0.011,100,19792.9047
c7i-flex.large,us-east-1f,100,5.0,100,2,2,100.0,0.0,2.52,3104799.5714,0.0252,100,12320.6332
c6g.xlarge,us-east-1c,115,50.0,115,4,2,115.0,0.0,5.796,2263043.025,0.0504,115,3395.2096
r7g.medium,us-east-1d,287,25.0,287,1,6,287.0,0.0,3.8171,7323745.212,0.0133,287,6685.2522
c7a.medium,us-east-1f,400,50.0,400,1,2,400.0,0.0,3.72,13390400.8727,0.0093,400,8998.9253
t2.medium,us-east-1c,400,50.0,400,1,4,400.0,0.0,4.4,8708878.0571,0.011,400,4948.2262
c7i-flex.large,us-east-1f,400,5.0,400,2,2,400.0,0.0,10.08,12419198.2857,0.0252,400,3080.1583
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.6386,8688468.3354,0.0174,439,2590.9852
c7a.medium,us-east-1f,1000,50.0,1000,1,2,1000.0,0.0,9.3,33476002.1818,0.0093,1000,3599.5701
t2.medium,us-east-1c,1000,50.0,1000,1,4,1000.0,0.0,11.0,21772195.1429,0.011,1000,1979.2905
c7i-flex.large,us-east-1f,1000,5.0,1000,2,2,1000.0,0.0,25.2,31047995.7143,0.0252,1000,1232.0633
