pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,697714.5932944607,0.0,697714.5932944607,0.0,697714.5932944607,0.0,697714.5932944607,0.0
10,1,4,697714.5932944607,0.0,697714.5932944607,0.0,697714.5932944607,0.0,697714.5932944607,0.0
10,2,2,349366.5773722628,0.0,349366.5773722628,0.0,349366.5773722628,0.0,349366.5773722628,0.0
17,7,7,51539.44222794117,0.0,49056.97783171116,0.0,51539.44222794117,0.0,51539.44222794117,0.0
50,1,2,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0
50,1,4,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0,139137.2706395349,0.0
50,2,2,68483.64730290457,0.0,68483.64730290457,0.0,68483.64730290457,0.0,68483.64730290457,0.0
75,3,5,30245.321390205372,0.0,30245.321390205372,0.0,30245.321390205372,0.0,30245.321390205372,0.0
100,1,2,69136.53199479994,0.0,69136.53199479994,0.0,69136.53199479994,0.0,69136.53199479994,0.0
100,1,4,69136.53199479994,0.0,69136.53199479994,0.0,69136.53199479994,0.0,69136.53199479994,0.0
100,2,2,34711.161868155774,0.0,34711.161868155774,0.0,34711.161868155774,0.0,34711.161868155774,0.0
115,4,2,14907.874260262879,0.0,14907.874260262879,0.0,14907.874260262879,0.0,14907.874260262879,0.0
287,1,6,15783.318759796202,0.0,15783.318759796202,0.0,15783.318759796202,0.0,15783.318759796202,0.0
400,1,2,17236.206237170947,0.0,17236.206237170947,0.0,17236.206237170947,0.0,17236.206237170947,0.0
400,1,4,17236.206237170947,0.0,17236.206237170947,0.0,17236.206237170947,0.0,17236.206237170947,0.0
400,2,2,8456.99715527599,0.0,8435.980242170011,1.0,8456.99715527599,0.0,8456.99715527599,0.0
439,1,9,8233.859532063901,0.0,8233.859532063901,0.0,8233.859532063901,0.0,8233.859532063901,0.0
1000,1,2,6741.488647567538,0.0,6741.488647567538,0.0,6741.488647567538,0.0,6741.488647567538,0.0
1000,1,4,6741.488647567538,0.0,6741.488647567538,0.0,6741.488647567538,0.0,6741.488647567538,0.0
1000,2,2,3033.4384838522797,1.0,3033.4384838522797,1.0,3033.4384838522797,1.0,3033.4384838522797,1.0
