pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1485665.0583941606,1069520.837060703,1485665.0583941606,969881.6600985222,1485665.0583941606,0.0,1.0,0.0,1.0,0.0
5,1,1,365038.6817679558,356506.9455094072,297133.01138686127,323293.88697318005,339400.7040704071,0.0,1.0,0.0,1.0,0.0
6,1,1,356506.9455094072,356506.9455094072,247610.84286293594,323293.88697318005,311881.217062635,0.0,0.0,0.0,0.0,0.0
10,1,1,213904.16728434505,213904.16728434505,148566.50576642336,193976.33211822656,182122.33766233767,0.0,0.0,0.0,0.0,0.0
14,1,1,152788.69091086916,152788.69091086916,106118.9326679577,138554.5229717503,106233.67699793728,0.0,0.0,0.0,0.0,0.0
15,1,1,133690.10455770764,133690.10455770764,99044.33716139497,121235.20758928571,87877.66223707004,1.0,1.0,0.0,1.0,0.0
17,1,1,118835.64850313572,118835.64850313572,87392.06220796605,107764.62899106002,57265.82446343402,1.0,1.0,0.0,1.0,0.0
20,1,1,106952.08364217253,106952.08364217253,74283.2528649635,96988.16608374382,54368.26591369824,0.0,0.0,0.0,0.0,0.0
25,1,1,82270.83357279241,82270.83357279241,59426.602289051094,74606.2816043373,44305.109109852776,1.0,1.0,0.0,1.0,0.0
30,1,1,71301.38910188145,71301.38910188145,49522.168580697486,64658.77738368911,35036.978387743926,0.0,0.0,0.0,0.0,0.0
35,1,1,59417.82424663749,59417.82424663749,42447.57306718308,53882.314487927986,24292.471378323462,1.0,1.0,0.0,1.0,0.0
40,1,1,53476.041825079876,53476.041825079876,37141.62643248175,48494.08304187191,20382.877910280127,0.0,0.0,0.0,0.0,0.0
45,1,1,46500.90593500305,46500.90593500305,33014.77905379832,42168.76786296293,15414.69872322728,1.0,1.0,0.0,1.0,0.0
50,1,1,42780.83345942492,42780.83345942492,29713.301147445254,38795.266431527096,12778.786197339245,0.0,0.0,0.0,0.0,0.0
