pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,496230.7908641975,55728.30692135362,363869.5889130435,71795.79737609331,0.0,86.0,0.0,54.0
10,1,4,517668.9715224534,55728.30692135362,232888.7050909091,71795.79737609331,0.0,86.0,0.0,22.0
10,2,2,244336.82039473683,55728.30692135362,122719.35063241105,71795.79737609331,0.0,38.0,0.0,22.0
17,7,7,37866.06122171946,27253.590762311153,25151.101758938872,35897.89868804665,0.0,10.0,0.0,1.0
50,1,2,101867.92477319586,55728.30692135362,72773.91778695652,71795.79737609331,0.0,46.0,0.0,14.0
50,1,4,103352.67242510388,55728.30692135362,46577.741021818176,35897.898688046655,0.0,46.0,0.0,14.0
50,2,2,50727.301868407834,53471.181242221974,24543.87012964427,35897.898688046655,0.0,0.0,0.0,14.0
75,3,5,19552.53693865396,18302.744491344925,5300.642424242425,17948.949344023324,0.0,21.0,0.0,9.0
100,1,2,50933.96238659793,53471.181242221974,36386.95889347826,35897.898688046655,0.0,0.0,0.0,28.0
100,1,4,53471.181242221974,53471.181242221974,23288.870510909088,17948.949344023327,0.0,0.0,0.0,28.0
100,2,2,25639.915309446253,17111.320046341552,12271.935064822135,17948.949344023327,0.0,54.0,0.0,28.0
115,4,2,11096.840378521212,11402.149271780752,3456.940711462451,8974.474672011664,0.0,0.0,0.0,13.0
287,1,6,18302.744491344925,17111.320046341552,6635.362213323626,5128.271241149521,1.0,21.0,0.0,7.0
400,1,2,12819.957654723126,13000.594934030521,9096.73972330163,10256.54248229904,0.0,4.0,0.0,48.0
400,1,4,13115.54476079476,13115.54476079476,5822.217627840909,5522.753644314868,0.0,0.0,0.0,16.0
400,2,2,6515.772727399748,6513.623564784182,3067.9837662302375,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,10341.146748643445,9160.950748178013,2590.9852099935783,3388.469925906357,0.0,56.0,0.0,137.0
1000,1,2,5039.343149807939,5157.6827923511755,3638.695889326087,4487.237336005832,0.0,6.0,0.0,24.0
1000,1,4,4981.689189145754,4746.919339935319,2328.8870511363634,2243.618668002916,0.0,50.0,0.0,24.0
1000,2,2,2520.46460253648,2334.968020800373,1227.193506494071,2243.618668002916,0.0,73.0,0.0,24.0
