instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.075,203536.1129,0.0075,10,271381.4838
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.134,197708.9612,0.0134,10,147544.0009
c8gn.2xlarge,us-west-2d,3,40.0,10,2,2,12.0,2.0,0.2589,369419.3826,0.0216,3,118906.7151
c8gn.16xlarge,us-west-2d,2,45.0,17,7,7,18.0,1.0,1.5216,554129.0739,0.0845,2,20231.9588
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.375,1017680.5643,0.0075,50,54276.2968
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.67,988544.8062,0.0134,50,29508.8002
c8gn.2xlarge,us-west-2d,13,40.0,50,2,2,52.0,2.0,1.1219,1600817.3246,0.0216,13,27440.0112
c8gn.16xlarge,us-west-2d,4,45.0,75,3,5,84.0,9.0,3.0432,2585935.6782,0.0362,4,10115.9794
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.75,2035361.1286,0.0075,100,27138.1484
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.34,1977089.6125,0.0134,100,14754.4001
c8gn.2xlarge,us-west-2d,25,40.0,100,2,2,100.0,0.0,2.1575,3078494.855,0.0216,25,14268.8058
c8gn.2xlarge,us-west-2d,58,40.0,115,4,2,116.0,1.0,5.0054,3571054.0318,0.0432,58,6150.3473
r7g.16xlarge,us-west-2a,5,50.0,287,1,6,320.0,33.0,5.5575,8165848.32,0.0174,5,4591.6826
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,3.0,8141444.5143,0.0075,400,6784.5371
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.36,7908358.45,0.0134,400,3688.6
c8gn.2xlarge,us-west-2d,100,40.0,400,2,2,400.0,0.0,8.63,12313979.42,0.0216,100,3567.2015
r7g.16xlarge,us-west-2a,8,50.0,439,1,9,448.0,9.0,8.892,11432187.648,0.0198,8,2869.8016
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.5,20353611.2857,0.0075,1000,2713.8148
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,13.4,19770896.125,0.0134,1000,1475.44
c8gn.2xlarge,us-west-2d,250,40.0,1000,2,2,1000.0,0.0,21.575,30784948.55,0.0216,250,1426.8806
