instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,45.0,10,1,2,10.0,0.0,0.152,196786.35,0.0152,10,129464.7039
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.174,197708.9612,0.0174,10,113625.8398
c7g.8xlarge,ap-northeast-1d,1,50.0,10,2,2,16.0,6.0,0.5059,405709.695,0.0316,1,50122.2691
c7g.16xlarge,ap-northeast-1c,2,50.0,17,7,7,18.0,1.0,2.1472,456423.4069,0.1193,2,11809.266
c6g.medium,ap-northeast-1c,50,45.0,50,1,2,50.0,0.0,0.76,983931.75,0.0152,50,25892.9408
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.87,988544.8062,0.0174,50,22725.168
c7g.8xlarge,ap-northeast-1d,4,50.0,50,2,2,64.0,14.0,2.0236,1622838.78,0.0316,4,12530.5673
c8g.metal-24xl,ap-northeast-1c,3,1.0,75,3,5,96.0,21.0,4.8384,2955355.0608,0.0504,3,6362.6299
c6g.medium,ap-northeast-1c,100,45.0,100,1,2,100.0,0.0,1.52,1967863.5,0.0152,100,12946.4704
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.74,1977089.6125,0.0174,100,11362.584
c7g.8xlarge,ap-northeast-1d,7,50.0,100,2,2,112.0,12.0,3.5413,2839967.865,0.0316,7,7160.3242
c7g.8xlarge,ap-northeast-1d,15,50.0,115,4,2,120.0,5.0,7.5885,3042822.7125,0.0632,15,3341.4846
r6g.large,ap-northeast-1c,144,45.0,287,1,6,288.0,1.0,6.4656,5652293.22,0.0224,144,3035.4519
c6g.medium,ap-northeast-1c,400,45.0,400,1,2,400.0,0.0,6.08,7871454.0,0.0152,400,3236.6176
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,6.96,7908358.45,0.0174,400,2840.646
c7g.8xlarge,ap-northeast-1d,25,50.0,400,2,2,400.0,0.0,12.6475,10142742.375,0.0316,25,2004.8908
r7g.2xlarge,ap-northeast-1d,63,20.0,439,1,9,441.0,2.0,11.4597,11253559.716,0.026,63,2226.7839
c6g.medium,ap-northeast-1c,1000,45.0,1000,1,2,1000.0,0.0,15.2,19678635.0,0.0152,1000,1294.647
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,17.4,19770896.125,0.0174,1000,1136.2584
c7g.8xlarge,ap-northeast-1d,63,50.0,1000,2,2,1008.0,8.0,31.8717,25559710.785,0.0316,63,795.5916
