instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,eu-west-1b,1,45.0,1,1,1,2.0,1.0,0.0323,39377.1954,0.0162,1,609554.1088
t4g.large,eu-west-1b,3,45.0,5,1,1,6.0,1.0,0.0969,118131.5863,0.0162,3,203184.7029
t4g.large,eu-west-1b,3,45.0,6,1,1,6.0,0.0,0.0969,118131.5863,0.0162,3,203184.7029
t4g.large,eu-west-1b,5,45.0,10,1,1,10.0,0.0,0.1615,196885.9771,0.0162,5,121910.8218
t4g.large,eu-west-1b,7,45.0,14,1,1,14.0,0.0,0.2261,275640.368,0.0162,7,87079.1584
t4g.large,eu-west-1b,8,45.0,15,1,1,16.0,1.0,0.2584,315017.5634,0.0162,8,76194.2636
t4g.large,eu-west-1b,9,45.0,17,1,1,18.0,1.0,0.2907,354394.7589,0.0162,9,67728.2343
t4g.large,eu-west-1b,10,45.0,20,1,1,20.0,0.0,0.323,393771.9543,0.0162,10,60955.4109
t4g.large,eu-west-1b,13,45.0,25,1,1,26.0,1.0,0.4199,511903.5406,0.0162,13,46888.7776
t4g.large,eu-west-1b,15,45.0,30,1,1,30.0,0.0,0.4845,590657.9314,0.0162,15,40636.9406
t4g.large,eu-west-1b,18,45.0,35,1,1,36.0,1.0,0.5814,708789.5177,0.0162,18,33864.1172
t4g.large,eu-west-1b,20,45.0,40,1,1,40.0,0.0,0.646,787543.9086,0.0162,20,30477.7054
t4g.large,eu-west-1b,23,45.0,45,1,1,46.0,1.0,0.7429,905675.4949,0.0162,23,26502.3526
t4g.large,eu-west-1b,25,45.0,50,1,1,50.0,0.0,0.8075,984429.8857,0.0162,25,24382.1644
