instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.069,203536.1129,0.0069,10,294979.8737
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.124,197708.9612,0.0124,10,159442.7107
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.244,303609.206,0.0244,10,124430.0025
c8gn.2xlarge,us-west-2d,17,45.0,17,7,7,17.0,0.0,1.7731,523344.1254,0.1043,17,17362.2179
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.345,1017680.5643,0.0069,50,58995.9747
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.62,988544.8062,0.0124,50,31888.5421
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.22,1518046.03,0.0244,50,24886.0005
c7i-flex.xlarge,us-west-2d,75,15.0,75,3,5,75.0,0.0,4.2675,2328599.6786,0.0569,75,7275.453
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.69,2035361.1286,0.0069,100,29497.9874
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.24,1977089.6125,0.0124,100,15944.2711
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.44,3036092.06,0.0244,100,12443.0002
c7i-flex.xlarge,us-west-2d,115,15.0,115,4,2,115.0,0.0,6.5435,3570519.5071,0.0569,115,4744.8607
r7g.medium,us-west-2d,287,50.0,287,1,6,287.0,0.0,5.0225,7323745.212,0.0175,287,5080.7916
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.76,8141444.5143,0.0069,400,7374.4968
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,4.96,7908358.45,0.0124,400,3986.0678
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,9.76,12144368.24,0.0244,400,3110.7501
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,11.2384,8688468.3354,0.0256,439,1761.0603
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,6.9,20353611.2857,0.0069,1000,2949.7987
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,12.4,19770896.125,0.0124,1000,1594.4271
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,24.4,30360920.6,0.0244,1000,1244.3
