pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1366014.1812080536,847493.7265822785,1366014.1812080536,748615.8821292775,1366014.1812080536,0.0,1.0,0.0,1.0,0.0
5,1,1,293653.33955555555,282497.9087201125,273202.83597315435,249538.6275876637,304856.95652173914,0.0,1.0,0.0,1.0,0.0
6,1,1,249538.6275876637,282497.9087201125,227669.03001491426,249538.6275876637,276432.7182769061,0.0,0.0,0.0,0.0,0.0
10,1,1,149723.17650190115,169498.74521518985,136601.41805369128,149723.17650190115,122932.94437659033,0.0,0.0,0.0,0.0,0.0
14,1,1,106945.1260960658,121070.53229139755,97572.44144637721,106945.1260960658,95919.4881463315,0.0,0.0,0.0,0.0,0.0
15,1,1,99160.46207705193,105936.71576344936,91067.61202087994,93576.98532557033,63380.98068844166,0.0,1.0,0.0,1.0,0.0
17,1,1,87561.98916477377,94165.96957337084,80353.77531873387,83179.54252922123,49577.90009118594,0.0,1.0,0.0,1.0,0.0
20,1,1,74861.58826996198,84749.37260759492,68300.70901006712,74861.58826996198,35531.643489519105,0.0,0.0,0.0,0.0,0.0
25,1,1,59652.64222692889,65191.82508426335,54640.56720536913,57585.837131864915,43915.45388625593,0.0,1.0,0.0,1.0,0.0
30,1,1,49907.725509083226,56499.5817440225,45533.80601043997,49907.725509083226,24179.879149587363,0.0,0.0,0.0,0.0,0.0
35,1,1,42657.13875077303,47082.98478277856,39028.976578550886,41589.7712587429,15733.984776431884,0.0,1.0,0.0,1.0,0.0
40,1,1,37430.79413498099,42374.68630696202,34150.35450503356,37430.79413498099,21045.566043319097,0.0,0.0,0.0,0.0,0.0
45,1,1,33198.611277730975,36847.55331052141,30355.870673626647,32548.51663947329,15044.753617145785,0.0,1.0,0.0,1.0,0.0
50,1,1,29944.63530646388,33899.74904506329,27320.283605369128,29944.63530646388,15505.62679532954,0.0,0.0,0.0,0.0,0.0
