pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,491377.67799511005,320498.9413680781,348708.35604166664,66963.85723997281,0.0,6.0,0.0,54.0
10,1,4,239954.1946047679,21244.485048010978,186087.13794871792,53898.08029139491,0.0,182.0,0.0,54.0
10,2,2,213665.96091205213,213665.96091205213,93638.49,66963.85723997281,2.0,2.0,0.0,22.0
17,7,7,37705.75780800919,37705.75780800919,16257.960178453404,33481.9286199864,0.0,0.0,0.0,1.0
50,1,2,101658.31998971193,91571.1261051652,69741.6712125,66963.85723997281,0.0,6.0,0.0,14.0
50,1,4,63347.5706293274,21244.485048010978,37217.42759316239,53898.08029139491,14.0,142.0,0.0,14.0
50,2,2,49307.5294412428,49307.5294412428,18727.698,33481.92861998641,2.0,2.0,0.0,14.0
75,3,5,18203.09959681894,16421.26299324268,5216.337972166998,16740.9643099932,0.0,9.0,0.0,9.0
100,1,2,50829.15999485597,49307.5294412428,34870.83560625,33481.92861998641,0.0,4.0,0.0,28.0
100,1,4,38797.321557430245,21244.485048010978,18608.713797435896,26949.040145697454,0.0,92.0,0.0,28.0
100,2,2,25639.915309446253,25639.915309446253,9363.849,16740.964309993204,0.0,0.0,0.0,28.0
115,4,2,10958.144002672903,10958.144002672903,3401.959547065433,8370.482154996602,1.0,1.0,0.0,13.0
287,1,6,12612.311628430049,12612.311628430049,6586.211382113822,7699.7257559391155,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,12819.957654723126,8717.708901497395,9566.265319996115,0.0,0.0,0.0,48.0
400,1,4,9455.999936529788,9455.999936529788,4652.178449305556,7699.725755913559,16.0,16.0,0.0,48.0
400,2,2,6217.578199052133,6217.578199052133,2340.96225,5151.06594153637,0.0,0.0,0.0,16.0
439,1,9,7094.425290991902,7094.425290991902,2490.7813620932743,3704.988131297934,9.0,9.0,0.0,137.0
1000,1,2,4901.27895392279,4901.27895392279,3487.083560604167,4185.241077498301,0.0,0.0,0.0,24.0
1000,1,4,3765.091792540517,3680.6943681647126,1860.8713797350429,3368.6300182121818,0.0,24.0,0.0,24.0
1000,2,2,2277.3854577604966,2242.0968036010263,936.3849,2092.6205387491505,0.0,16.0,0.0,24.0
