instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,eu-west-1a,1,50.0,1,1,1,1.0,0.0,0.021,20353.6113,0.021,1,969219.585
t3.medium,eu-west-1a,5,50.0,5,1,1,5.0,0.0,0.105,101768.0564,0.021,5,193843.917
t3.medium,eu-west-1a,6,50.0,6,1,1,6.0,0.0,0.126,122121.6677,0.021,6,161536.5975
t3.medium,eu-west-1a,10,50.0,10,1,1,10.0,0.0,0.21,203536.1129,0.021,10,96921.9585
t3.medium,eu-west-1a,14,50.0,14,1,1,14.0,0.0,0.294,284950.558,0.021,14,69229.9704
t3.medium,eu-west-1a,15,50.0,15,1,1,15.0,0.0,0.315,305304.1693,0.021,15,64614.639
t3.medium,eu-west-1a,17,50.0,17,1,1,17.0,0.0,0.357,346011.3919,0.021,17,57012.9168
t3.medium,eu-west-1a,20,50.0,20,1,1,20.0,0.0,0.42,407072.2257,0.021,20,48460.9793
t3.medium,eu-west-1a,25,50.0,25,1,1,25.0,0.0,0.525,508840.2821,0.021,25,38768.7834
t3.medium,eu-west-1a,30,50.0,30,1,1,30.0,0.0,0.63,610608.3386,0.021,30,32307.3195
t3.medium,eu-west-1a,35,50.0,35,1,1,35.0,0.0,0.735,712376.395,0.021,35,27691.9881
t3.medium,eu-west-1a,40,50.0,40,1,1,40.0,0.0,0.84,814144.4514,0.021,40,24230.4896
t3.medium,eu-west-1a,45,50.0,45,1,1,45.0,0.0,0.945,915912.5079,0.021,45,21538.213
t3.medium,eu-west-1a,50,50.0,50,1,1,50.0,0.0,1.05,1017680.5643,0.021,50,19384.3917
