pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,937954.4377880184,651284.0894941634,937954.4377880184,582502.8905325443,937954.4377880184,0.0,1.0,0.0,1.0,0.0
5,1,1,221966.41007838745,217094.69638996973,187590.8873732719,194167.6303418803,245828.87649402392,0.0,1.0,0.0,1.0,0.0
6,1,1,217094.69638996973,217094.69638996973,156325.7395033282,194167.6303418803,122395.66496134605,0.0,0.0,0.0,0.0,0.0
10,1,1,130256.81782101166,130256.81782101166,93795.4437327189,116500.57816568046,69677.26707901039,0.0,0.0,0.0,0.0,0.0
14,1,1,93040.58415389502,93040.58415389502,66996.74550926361,83214.69870788552,64747.98301806506,0.0,0.0,0.0,0.0,0.0
15,1,1,81410.51114117217,81410.51114117217,62530.29581157194,72812.86136279585,49872.20988231222,1.0,1.0,0.0,1.0,0.0
17,1,1,72364.89879665656,72364.89879665656,55173.79042622742,64722.54344729345,47399.67606348189,1.0,1.0,0.0,1.0,0.0
20,1,1,65128.40891050583,65128.40891050583,46897.72185483871,58250.289097633125,21485.006254856253,0.0,0.0,0.0,0.0,0.0
25,1,1,50098.77608615568,50098.77608615568,37518.17748202765,44807.91469136235,26370.861449547017,1.0,1.0,0.0,1.0,0.0
30,1,1,43418.93927799395,43418.93927799395,31265.14790578597,38833.52606180144,19732.391499305293,0.0,0.0,0.0,0.0,0.0
35,1,1,36182.44939532594,36182.44939532594,26798.698203705448,32361.27171908101,16093.624211307877,1.0,1.0,0.0,1.0,0.0
40,1,1,32564.20445768482,32564.20445768482,23448.860927419355,29125.144548816563,12131.353079451272,0.0,0.0,0.0,0.0,0.0
45,1,1,28316.699528513538,28316.699528513538,20843.431937190646,25326.212651424485,12165.962398108746,1.0,1.0,0.0,1.0,0.0
50,1,1,26051.363565758755,26051.363565758755,18759.088742857144,23300.11563786982,8886.016631974333,0.0,0.0,0.0,0.0,0.0
