pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,784642.9688524591,0.0,784642.9688524591,0.0,784642.9688524591,0.0,784642.9688524591,0.0
10,1,4,784642.9688524591,0.0,784642.9688524591,0.0,784642.9688524591,0.0,784642.9688524591,0.0
10,2,2,383826.9534883721,0.0,383826.9534883721,0.0,383826.9534883721,0.0,383826.9534883721,0.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,156160.59086460035,0.0,156160.59086460035,0.0,156160.59086460035,0.0,156160.59086460035,0.0
50,1,4,156160.59086460035,0.0,156160.59086460035,0.0,156160.59086460035,0.0,156160.59086460035,0.0
50,2,2,60302.32675088147,1.0,60302.32675088147,1.0,60302.32675088147,1.0,60302.32675088147,1.0
75,3,5,20244.846865291573,0.0,20244.846865291573,0.0,20244.846865291573,0.0,20244.846865291573,0.0
100,1,2,77385.96782538398,0.0,77385.96782538398,0.0,77385.96782538398,0.0,77385.96782538398,0.0
100,1,4,77385.96782538398,0.0,77385.96782538398,0.0,77385.96782538398,0.0,77385.96782538398,0.0
100,2,2,28352.876463829292,0.0,28352.876463829292,0.0,28352.876463829292,0.0,28352.876463829292,0.0
115,4,2,11466.841353240003,0.0,11466.841353240003,0.0,11466.841353240003,0.0,11466.841353240003,0.0
287,1,6,16557.579992168638,0.0,16551.72876737957,0.0,16557.579992168638,0.0,16557.579992168638,0.0
400,1,2,15174.820130359049,0.0,15174.820130359049,0.0,15174.820130359049,0.0,15174.820130359049,0.0
400,1,4,13168.646446297475,1.0,13168.646446297475,1.0,13168.646446297475,1.0,13168.646446297475,1.0
400,2,2,6443.022091669246,0.0,6443.022091669246,0.0,6443.022091669246,0.0,6443.022091669246,0.0
439,1,9,9249.697066363973,0.0,9249.697066363973,0.0,9249.697066363973,0.0,9249.697066363973,0.0
1000,1,2,5372.153737335258,0.0,5372.153737335258,0.0,5372.153737335258,0.0,5372.153737335258,0.0
1000,1,4,4706.397245176535,1.0,4706.397245176535,1.0,4706.397245176535,1.0,4706.397245176535,1.0
1000,2,2,2419.2164986378543,1.0,2419.2164986378543,1.0,2419.2164986378543,1.0,2419.2164986378543,1.0
