alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D8pls_v5_US East_1': 1}"
0.01,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.02,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.03,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.04,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.05,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.06,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.07,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.08,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.09,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.1,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.11,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.12,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.13,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.14,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.15,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.16,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.17,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.18,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.19,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.2,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.21,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.22,5.026533999999999,7839135,1559550.9748864726,400,0,"{'D16pls_v5_US East_2': 15, 'D16pls_v5_US East_3': 15, 'D2pls_v5_US East_1': 15, 'D2pls_v5_US East_2': 15, 'D2pls_v5_US East_3': 14, 'D32pls_v5_US East_3': 7, 'D4pls_v5_US East_3': 2}"
0.23,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.24,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.25,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.26,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.27,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.28,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.29,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
0.3,6.3014,12821692,2034737.0425619704,400,0,"{'D16als_v6_US East_2': 15, 'D16als_v6_US East_3': 15, 'D32als_v6_US East_2': 10}"
