pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,978539.0048076924,656392.2000000001,978539.0048076924,582502.8905325443,916829.3378378379,0.0,1.0,0.0,1.0,0.0
5,1,1,251233.90879478827,218797.39989106756,195707.80076923076,194167.6303418803,142191.55635179154,0.0,1.0,0.0,1.0,0.0
6,1,1,218797.39989106756,218797.39989106756,163089.8340010684,194167.6303418803,214040.9346760443,0.0,0.0,0.0,0.0,0.0
10,1,1,131278.43992156864,131278.43992156864,97853.9004326923,116500.57816568046,114123.4173069307,0.0,0.0,0.0,0.0,0.0
14,1,1,93770.3142256903,93770.3142256903,69895.64315149136,83214.69870788552,54203.099217904986,0.0,0.0,0.0,0.0,0.0
15,1,1,86292.15489677076,82049.02495404411,65235.93361111112,72812.86136279585,61316.34863161529,0.0,1.0,0.0,1.0,0.0
17,1,1,76268.8825449956,72932.46663035583,57561.117896593016,64722.54344729345,32628.24822043628,0.0,1.0,0.0,1.0,0.0
20,1,1,65639.21996078432,65639.21996078432,48926.950204326924,58250.289097633125,25753.86891838742,0.0,0.0,0.0,0.0,0.0
25,1,1,52071.91299620733,50491.707663302004,39141.560161538466,44807.91469136235,29872.794245571164,0.0,1.0,0.0,1.0,0.0
30,1,1,43759.47997821351,43759.47997821351,32617.96680555556,38833.52606180144,21725.089843917045,0.0,0.0,0.0,0.0,0.0
35,1,1,37284.384690889194,36466.23331215202,27958.257260596547,32361.27171908101,19491.57972370418,0.0,1.0,0.0,1.0,0.0
40,1,1,32819.60998284314,32819.60998284314,24463.475102163462,29125.144548816563,14359.165935087216,0.0,0.0,0.0,0.0,0.0
45,1,1,29037.79619842103,28538.791289521483,21745.3112037037,25326.212651424485,9241.482019446099,0.0,1.0,0.0,1.0,0.0
50,1,1,26255.687985882356,26255.687985882356,19570.78008269231,23300.11563786982,8614.57532967033,0.0,0.0,0.0,0.0,0.0
